Lemma	Gloss	LexURN
ὄνος	ass	urn:cite:perseusGreek:lexentity.lex121821.1
γοῦν	at least then	urn:cite:perseusGreek:lexentity.lex16828.1
ποτέ	at some time or other, at some time	urn:cite:perseusGreek:lexentity.lex58907.1
τότε	at that time, then	urn:cite:perseusGreek:lexentity.lex76650.1
ὁμοῦ	at the same place, together	urn:cite:perseusGreek:lexentity.lex121352.1
τοτέ	at times, now and then	urn:cite:perseusGreek:lexentity.lex75006.1
ἦμος	at which time, when	urn:cite:perseusGreek:lexentity.lex115749.1
ἡβάω	attain or have attained puberty	urn:cite:perseusGreek:lexentity.lex114940.1
ἀέξω	augeo	urn:cite:perseusGreek:lexentity.lex82938.1
ἄξων	axle	urn:cite:perseusGreek:lexentity.lex98952.1
χείρ	b.	urn:cite:perseusGreek:lexentity.lex80373.1
ὑλάω	bark, bay	urn:cite:perseusGreek:lexentity.lex122839.1
μάχη	battle, combat	urn:cite:perseusGreek:lexentity.lex41835.1
εὐνή	bed	urn:cite:perseusGreek:lexentity.lex25405.1
πρίν	before, until.	urn:cite:perseusGreek:lexentity.lex59077.1
ἀρχή	beginning, origin	urn:cite:perseusGreek:lexentity.lex95605.1
ἕνος	belonging to the former of two periods	urn:cite:perseusGreek:lexentity.lex113963.1
ζώνη	belt, girdle	urn:cite:perseusGreek:lexentity.lex27112.1
παρά	beside	urn:cite:perseusGreek:lexentity.lex51636.1
ἅρπη	bird of prey	urn:cite:perseusGreek:lexentity.lex99647.1
κυνώ	bitch	urn:cite:perseusGreek:lexentity.lex38023.1
αἷμα	blood	urn:cite:perseusGreek:lexentity.lex12289.1
πνέω	blow	urn:cite:perseusGreek:lexentity.lex57103.1
τυπή	blow, wound	urn:cite:perseusGreek:lexentity.lex76471.1
πνοή	blowing, blast	urn:cite:perseusGreek:lexentity.lex57154.1
σῶμα	body	urn:cite:perseusGreek:lexentity.lex72806.1
ληίς	booty, spoil	urn:cite:perseusGreek:lexentity.lex40245.1
ἄμφω	both	urn:cite:perseusGreek:lexentity.lex98746.1
ἠμέν	both . .	urn:cite:perseusGreek:lexentity.lex114803.1
ὅρος	boundary, landmark	urn:cite:perseusGreek:lexentity.lex122047.1
βιός	bow	urn:cite:perseusGreek:lexentity.lex14092.1
ἠμύω	bow down, sink	urn:cite:perseusGreek:lexentity.lex114810.1
δέμω	build	urn:cite:perseusGreek:lexentity.lex17409.1
βοῦς	bullock, bull, ox	urn:cite:perseusGreek:lexentity.lex14791.1
θύος	burnt sacrifice	urn:cite:perseusGreek:lexentity.lex29094.1
ἀτάρ	but, nevertheless	urn:cite:perseusGreek:lexentity.lex96597.1
ὀδάξ	by biting with the teeth	urn:cite:perseusGreek:lexentity.lex118556.1
καρώ	caraway	urn:cite:perseusGreek:lexentity.lex31436.1
ὄχος	carriage	urn:cite:perseusGreek:lexentity.lex121966.1
ἰνέω	carry off by evacuations	urn:cite:perseusGreek:lexentity.lex116333.1
ἔλπω	cause to hope	urn:cite:perseusGreek:lexentity.lex113255.1
χάζω	cause to retire	urn:cite:perseusGreek:lexentity.lex79708.1
κήρα	cera, wax tablet	urn:cite:perseusGreek:lexentity.lex29604.1
βοόω	change into an ox	urn:cite:perseusGreek:lexentity.lex14707.1
ἅρμα	chariot	urn:cite:perseusGreek:lexentity.lex99634.1
παῖς	child	urn:cite:perseusGreek:lexentity.lex53744.1
ἔτης	clansmen	urn:cite:perseusGreek:lexentity.lex113846.1
σάφα	clearly, plainly, assuredly	urn:cite:perseusGreek:lexentity.lex64336.1
πέλω	come into existence, become, be	urn:cite:perseusGreek:lexentity.lex50289.1
μυάω	compress the lips	urn:cite:perseusGreek:lexentity.lex46113.1
βιάω	constrain	urn:cite:perseusGreek:lexentity.lex13975.1
νοόω	convert into pure Intelligence	urn:cite:perseusGreek:lexentity.lex48310.1
λώπη	covering, robe, mantle	urn:cite:perseusGreek:lexentity.lex41625.1
θλάω	crush, bruise	urn:cite:perseusGreek:lexentity.lex28392.1
βοάω	cry aloud, shout	urn:cite:perseusGreek:lexentity.lex14271.1
ἰάχω	cry, shout	urn:cite:perseusGreek:lexentity.lex115986.1
ἀυτή	cry, shout	urn:cite:perseusGreek:lexentity.lex96888.1
ἄρον	cuckoo-pint, Arum italicum	urn:cite:perseusGreek:lexentity.lex99179.1
ἄκος	cure, remedy	urn:cite:perseusGreek:lexentity.lex98498.1
ἔθος	custom, habit	urn:cite:perseusGreek:lexentity.lex112998.1
δίκη	custom, usage	urn:cite:perseusGreek:lexentity.lex17565.1
νυός	daughter-in-law	urn:cite:perseusGreek:lexentity.lex48500.1
ἦμαρ	day	urn:cite:perseusGreek:lexentity.lex115748.1
νέμω	deal out, dispense	urn:cite:perseusGreek:lexentity.lex46953.1
ἦδος	delight, pleasure	urn:cite:perseusGreek:lexentity.lex115741.1
βαφή	dipping	urn:cite:perseusGreek:lexentity.lex13821.1
ἔρδω	do	urn:cite:perseusGreek:lexentity.lex113764.1
κύων	dog, bitch	urn:cite:perseusGreek:lexentity.lex38692.1
θύρα	door	urn:cite:perseusGreek:lexentity.lex29096.1
φλιά	doorposts, jambs	urn:cite:perseusGreek:lexentity.lex78529.1
δοιή	doubt, perplexity	urn:cite:perseusGreek:lexentity.lex21629.1
κάτω	downwards	urn:cite:perseusGreek:lexentity.lex29475.1
σπάω	draw	urn:cite:perseusGreek:lexentity.lex66900.1
ὄναρ	dream, vision in sleep	urn:cite:perseusGreek:lexentity.lex121802.1
πίνω	drink	urn:cite:perseusGreek:lexentity.lex50450.1
πρωί	early in the day, at morn	urn:cite:perseusGreek:lexentity.lex62588.1
χθών	earth	urn:cite:perseusGreek:lexentity.lex80784.1
ῥεῖα	easily, lightly	urn:cite:perseusGreek:lexentity.lex127001.1
ἔσθω	eat	urn:cite:perseusGreek:lexentity.lex113822.1
ἀνύω	effect, accomplish	urn:cite:perseusGreek:lexentity.lex91525.1
ὀκτώ	eight	urn:cite:perseusGreek:lexentity.lex118794.1
ἄλκη	elk	urn:cite:perseusGreek:lexentity.lex98606.1
σόος	epic and ionic form of σῶος, σῶς: v. σῶς.	urn:cite:perseusGreek:lexentity.lex72415.1
ἤιος	epith. of Phoebus, ἤιε Φοῖβε Il. Prob. from the cry ἤ, ἤ, cf. ἰήϊος, εὔϊος.	urn:cite:perseusGreek:lexentity.lex115680.1
ἴσος	equal	urn:cite:perseusGreek:lexentity.lex117725.1
ἴσως	equally, in like manner	urn:cite:perseusGreek:lexentity.lex117738.1
ὁμῶς	equally, likewise, alike	urn:cite:perseusGreek:lexentity.lex121488.1
πλήν	except, save	urn:cite:perseusGreek:lexentity.lex56514.1
δόξα	expectation	urn:cite:perseusGreek:lexentity.lex23427.1
ὁδάω	export and sell	urn:cite:perseusGreek:lexentity.lex120809.1
ὄμμα	eye	urn:cite:perseusGreek:lexentity.lex121789.1
ζῳόω	fashion into an animal	urn:cite:perseusGreek:lexentity.lex27175.1
ἅπτω	fasten or bind to	urn:cite:perseusGreek:lexentity.lex99633.1
πίων	fat	urn:cite:perseusGreek:lexentity.lex50484.1
ἄττα	father	urn:cite:perseusGreek:lexentity.lex99420.1
δέος	fear, alarm	urn:cite:perseusGreek:lexentity.lex17421.1
φέρω	fero	urn:cite:perseusGreek:lexentity.lex76867.1
τρέω	flee from fear, flee away	urn:cite:perseusGreek:lexentity.lex75068.1
θοάς	fleet, swift	urn:cite:perseusGreek:lexentity.lex28419.1
σάρξ	flesh	urn:cite:perseusGreek:lexentity.lex64321.1
φυγή	flight	urn:cite:perseusGreek:lexentity.lex79183.1
μύρω	flow, trickle	urn:cite:perseusGreek:lexentity.lex46800.1
μυῖα	fly	urn:cite:perseusGreek:lexentity.lex46607.1
μάτη	folly, fault	urn:cite:perseusGreek:lexentity.lex41828.1
βορά	food	urn:cite:perseusGreek:lexentity.lex14407.1
πούς	foot	urn:cite:perseusGreek:lexentity.lex59024.1
δηθά	for a long time	urn:cite:perseusGreek:lexentity.lex18656.1
ξένη	foreign woman	urn:cite:perseusGreek:lexentity.lex48671.1
λήθη	forgetting, forgetfulness	urn:cite:perseusGreek:lexentity.lex38958.1
ἰδέα	form	urn:cite:perseusGreek:lexentity.lex116093.1
ἄνθη	full bloom	urn:cite:perseusGreek:lexentity.lex98836.1
πόρω	furnish, offer, give	urn:cite:perseusGreek:lexentity.lex64084.1
χολή	gall, bile	urn:cite:perseusGreek:lexentity.lex81131.1
εἷμα	garment	urn:cite:perseusGreek:lexentity.lex24376.1
ἀγών	gathering, assembly	urn:cite:perseusGreek:lexentity.lex83858.1
θεάω	gaze at, behold	urn:cite:perseusGreek:lexentity.lex27559.1
κόρη	girl	urn:cite:perseusGreek:lexentity.lex38479.1
γεύω	give a taste	urn:cite:perseusGreek:lexentity.lex16249.1
ἀσάω	glut oneself, take a surfeit	urn:cite:perseusGreek:lexentity.lex95875.1
ἰθύω	go straight, press right on	urn:cite:perseusGreek:lexentity.lex116260.1
γοάω	groan, weep	urn:cite:perseusGreek:lexentity.lex16691.1
θρίξ	hair	urn:cite:perseusGreek:lexentity.lex28509.1
κόμη	hair of the head	urn:cite:perseusGreek:lexentity.lex38418.1
κώπη	handle	urn:cite:perseusGreek:lexentity.lex38718.1
ἕξις	having, being in possession of, possession	urn:cite:perseusGreek:lexentity.lex113971.1
κράς	head	urn:cite:perseusGreek:lexentity.lex36737.1
νηέω	heap, pile up	urn:cite:perseusGreek:lexentity.lex47922.1
κλύω	hear	urn:cite:perseusGreek:lexentity.lex35418.1
ἀκοή	hearing, sound heard	urn:cite:perseusGreek:lexentity.lex85027.1
ἦτορ	heart.	urn:cite:perseusGreek:lexentity.lex115758.1
θέρω	heat, make hot	urn:cite:perseusGreek:lexentity.lex27293.1
ὕψος	height	urn:cite:perseusGreek:lexentity.lex125996.1
τῇδε	here, thus	urn:cite:perseusGreek:lexentity.lex76730.1
ἥρως	hero	urn:cite:perseusGreek:lexentity.lex115732.1
ὑψοῦ	high	urn:cite:perseusGreek:lexentity.lex125827.1
ἄκρα	highest or farthest point	urn:cite:perseusGreek:lexentity.lex98504.1
ὀχέω	hold fast	urn:cite:perseusGreek:lexentity.lex120625.1
μέλι	honey	urn:cite:perseusGreek:lexentity.lex41879.1
δῶμα	house	urn:cite:perseusGreek:lexentity.lex23688.1
αὐδή	human voice, speech	urn:cite:perseusGreek:lexentity.lex12309.1
ἰχώρ	ichor, the juice	urn:cite:perseusGreek:lexentity.lex116941.1
ἄλλῃ	in another place, elsewhere	urn:cite:perseusGreek:lexentity.lex98624.1
ἅλις	in crowds, in plenty	urn:cite:perseusGreek:lexentity.lex99603.1
καθό	in so far as, according as	urn:cite:perseusGreek:lexentity.lex30008.1
μετά	in the midst of, among, between; along with; after, behind; according to	urn:cite:perseusGreek:lexentity.lex44013.1
δίχα	in two, asunder	urn:cite:perseusGreek:lexentity.lex17710.1
διχῆ	in two, asunder	urn:cite:perseusGreek:lexentity.lex21498.1
νεύω	incline in any direction	urn:cite:perseusGreek:lexentity.lex47897.1
μυέω	initiate into the mysteries	urn:cite:perseusGreek:lexentity.lex46115.1
πέζα	instep	urn:cite:perseusGreek:lexentity.lex50258.1
ὀδών	ionic for ὀδούς.	urn:cite:perseusGreek:lexentity.lex118625.1
χαρά	joy, delight	urn:cite:perseusGreek:lexentity.lex80208.1
ἄρτι	just, exactly	urn:cite:perseusGreek:lexentity.lex99218.1
φθίω	k[snull ]i-	urn:cite:perseusGreek:lexentity.lex77448.1
ἴσχω	keep back, restrain	urn:cite:perseusGreek:lexentity.lex117737.1
καίω	kindle	urn:cite:perseusGreek:lexentity.lex29728.1
πηός	kinsman by marriage	urn:cite:perseusGreek:lexentity.lex56169.1
γόνυ	knee	urn:cite:perseusGreek:lexentity.lex17258.1
λούω	l[acaron]vo	urn:cite:perseusGreek:lexentity.lex41230.1
γάλα	lac	urn:cite:perseusGreek:lexentity.lex15510.1
γαῖα	land, country	urn:cite:perseusGreek:lexentity.lex15908.1
ἔγρω	later form of ἐγείρω	urn:cite:perseusGreek:lexentity.lex112959.1
πτύξ	layer, plate	urn:cite:perseusGreek:lexentity.lex63412.1
ὁδόω	lead by the right way	urn:cite:perseusGreek:lexentity.lex120857.1
ἀγός	leader, chief	urn:cite:perseusGreek:lexentity.lex83851.1
ἱμάς	leathern strap or thong	urn:cite:perseusGreek:lexentity.lex117280.1
βίος	life	urn:cite:perseusGreek:lexentity.lex13212.1
ψυχή	life	urn:cite:perseusGreek:lexentity.lex82677.1
ὑψόω	lift high, raise up	urn:cite:perseusGreek:lexentity.lex125838.1
αἴρω	lift, raise up; lift, raise up	urn:cite:perseusGreek:lexentity.lex12261.1
φάος	light	urn:cite:perseusGreek:lexentity.lex76802.1
αὐγή	light of the sun	urn:cite:perseusGreek:lexentity.lex12300.1
αἴθω	light up, kindle	urn:cite:perseusGreek:lexentity.lex12244.1
λέων	lion	urn:cite:perseusGreek:lexentity.lex38951.1
βιόω	live, pass one's life	urn:cite:perseusGreek:lexentity.lex14097.1
ἧπαρ	liver	urn:cite:perseusGreek:lexentity.lex115770.1
ζῷον	living being, animal	urn:cite:perseusGreek:lexentity.lex27190.1
ζῶμα	loin-cloth, drawers	urn:cite:perseusGreek:lexentity.lex27183.1
ποθή	longing, desire for . .	urn:cite:perseusGreek:lexentity.lex57274.1
ἁψίς	loop, mesh	urn:cite:perseusGreek:lexentity.lex98137.1
ἄναξ	lord, master	urn:cite:perseusGreek:lexentity.lex98773.1
ἔρως	love	urn:cite:perseusGreek:lexentity.lex113815.1
ἰσόω	make equal	urn:cite:perseusGreek:lexentity.lex116818.1
υἱόω	make into a son	urn:cite:perseusGreek:lexentity.lex76756.1
μυόω	make muscular	urn:cite:perseusGreek:lexentity.lex46603.1
ἑνόω	make one, unite	urn:cite:perseusGreek:lexentity.lex112259.1
σήπω	make rotten or putrid	urn:cite:perseusGreek:lexentity.lex64388.1
θοόω	make sharp or pointed	urn:cite:perseusGreek:lexentity.lex28472.1
παύω	make to end	urn:cite:perseusGreek:lexentity.lex53740.1
ἕλος	marsh-meadow	urn:cite:perseusGreek:lexentity.lex113954.1
τήκω	melt, melt down	urn:cite:perseusGreek:lexentity.lex72989.1
λαός	men	urn:cite:perseusGreek:lexentity.lex39625.1
μέση	mese	urn:cite:perseusGreek:lexentity.lex41937.1
φρήν	midriff	urn:cite:perseusGreek:lexentity.lex78942.1
ἀλκί	might, strength	urn:cite:perseusGreek:lexentity.lex85854.1
νόος	mind	urn:cite:perseusGreek:lexentity.lex48576.1
ἐμός	mine (also possessive pronoun)	urn:cite:perseusGreek:lexentity.lex104757.1
πῆμα	misery, calamity	urn:cite:perseusGreek:lexentity.lex64200.1
φύρω	mix	urn:cite:perseusGreek:lexentity.lex79637.1
μείς	month	urn:cite:perseusGreek:lexentity.lex42884.1
ὄρος	mountain, hill	urn:cite:perseusGreek:lexentity.lex121876.1
ὗλις	mud	urn:cite:perseusGreek:lexentity.lex126002.1
ἴτον	mushroom	urn:cite:perseusGreek:lexentity.lex117743.1
ἧλος	nail-head, stud	urn:cite:perseusGreek:lexentity.lex115766.1
ἄγχι	near	urn:cite:perseusGreek:lexentity.lex98282.1
οὔπω	not yet	urn:cite:perseusGreek:lexentity.lex49913.1
ἤτοι	now surely, truly, verily	urn:cite:perseusGreek:lexentity.lex115708.1
νυνί	now, at this moment	urn:cite:perseusGreek:lexentity.lex48479.1
πάλα	nugget	urn:cite:perseusGreek:lexentity.lex50001.1
γονή	offspring	urn:cite:perseusGreek:lexentity.lex16755.1
πρός	on the side of, in the direction of	urn:cite:perseusGreek:lexentity.lex62945.1
αὖθι	on the spot, here, there	urn:cite:perseusGreek:lexentity.lex13041.1
ἅπαξ	once, once only, once for all	urn:cite:perseusGreek:lexentity.lex99626.1
ἑξῆς	one after another, in order, in a row	urn:cite:perseusGreek:lexentity.lex112408.1
ὁμός	one and the same, common, joint	urn:cite:perseusGreek:lexentity.lex121433.1
πύλη	one wing of a pair of double gates	urn:cite:perseusGreek:lexentity.lex64125.1
θεία	one's father's or mother's sister, aunt	urn:cite:perseusGreek:lexentity.lex27564.1
οἴγω	open	urn:cite:perseusGreek:lexentity.lex49576.1
αὐλή	open court	urn:cite:perseusGreek:lexentity.lex12362.1
ἀλλά	otherwise	urn:cite:perseusGreek:lexentity.lex85875.1
λώβη	outrage, dishonour	urn:cite:perseusGreek:lexentity.lex41620.1
ἄντα	over against, face to face	urn:cite:perseusGreek:lexentity.lex98894.1
ἀντί	over against.	urn:cite:perseusGreek:lexentity.lex90169.1
ὑπέρ	over, above; over, beyond	urn:cite:perseusGreek:lexentity.lex123062.1
λύπη	pain of body	urn:cite:perseusGreek:lexentity.lex41598.1
ἄχος	pain, distress	urn:cite:perseusGreek:lexentity.lex99538.1
ζυγή	pair	urn:cite:perseusGreek:lexentity.lex26894.1
πάθη	passive state	urn:cite:perseusGreek:lexentity.lex49992.1
τίνω	pay a price	urn:cite:perseusGreek:lexentity.lex73021.1
ὄρυξ	pickaxe or any sharp iron tool for digging	urn:cite:perseusGreek:lexentity.lex121892.1
ἡδύς	pleasant	urn:cite:perseusGreek:lexentity.lex115059.1
νεάω	plough up	urn:cite:perseusGreek:lexentity.lex47316.1
ἀρόω	plough, till	urn:cite:perseusGreek:lexentity.lex95850.1
δυάω	plunge in misery	urn:cite:perseusGreek:lexentity.lex22289.1
πύκα	poet. adv., v. πυκνός B. III.	urn:cite:perseusGreek:lexentity.lex64119.1
ἀκμή	point, edge	urn:cite:perseusGreek:lexentity.lex85015.1
ἀκίς	pointed object	urn:cite:perseusGreek:lexentity.lex84730.1
ἄντη	prayer	urn:cite:perseusGreek:lexentity.lex98902.1
εὐχή	prayer or vow	urn:cite:perseusGreek:lexentity.lex26078.1
λιτή	prayer, entreaty	urn:cite:perseusGreek:lexentity.lex40897.1
πᾶμα	property	urn:cite:perseusGreek:lexentity.lex64193.1
μέδω	protect, rule over	urn:cite:perseusGreek:lexentity.lex41854.1
σεύω	put in quick motion, drive	urn:cite:perseusGreek:lexentity.lex65093.1
αἶψα	quick, forthwith, on a sudden	urn:cite:perseusGreek:lexentity.lex12288.1
ὠκύς	quick, swift, fleet	urn:cite:perseusGreek:lexentity.lex126226.1
τάχα	quickly, presently, forthwith	urn:cite:perseusGreek:lexentity.lex72874.1
ἅπας	quite all, the whole	urn:cite:perseusGreek:lexentity.lex99627.1
ἶρις	rainbow	urn:cite:perseusGreek:lexentity.lex117820.1
τύφω	raise a smoke	urn:cite:perseusGreek:lexentity.lex76704.1
ὁρμή	rapid motion forwards, onrush, onset, assault	urn:cite:perseusGreek:lexentity.lex121641.1
ὠμός	raw, crude	urn:cite:perseusGreek:lexentity.lex126312.1
νεόω	renovate, change	urn:cite:perseusGreek:lexentity.lex47895.1
ἐλύω	roll round	urn:cite:perseusGreek:lexentity.lex104190.1
στοά	roofed colonnade, cloister	urn:cite:perseusGreek:lexentity.lex68113.1
ῥίζα	root	urn:cite:perseusGreek:lexentity.lex126779.1
περί	round about, all round	urn:cite:perseusGreek:lexentity.lex54377.1
ἰωκή	rout, pursuit	urn:cite:perseusGreek:lexentity.lex116948.1
στίξ	row, line, rank or file	urn:cite:perseusGreek:lexentity.lex67446.1
φρίξ	ruffling	urn:cite:perseusGreek:lexentity.lex78951.1
πηγή	running water	urn:cite:perseusGreek:lexentity.lex56059.1
θύνω	rush, dart along	urn:cite:perseusGreek:lexentity.lex29092.1
θυάω	rut	urn:cite:perseusGreek:lexentity.lex28731.1
πλέω	sail, go by sea	urn:cite:perseusGreek:lexentity.lex56502.1
σαόω	save, preserve, deliver; oneself	urn:cite:perseusGreek:lexentity.lex64887.1
ῥαφή	seam	urn:cite:perseusGreek:lexentity.lex126931.1
ὁράω	see, look	urn:cite:perseusGreek:lexentity.lex121586.1
ἰδέω	see, seem; know; see, look; seem, appear, be like; see; know; know; have seen; disposition or character, turn of mind	urn:cite:perseusGreek:lexentity.lex116096.1
ἱερά	serpent	urn:cite:perseusGreek:lexentity.lex117015.1
ὄφις	serpent	urn:cite:perseusGreek:lexentity.lex121943.1
ἑπτά	seven	urn:cite:perseusGreek:lexentity.lex112427.1
σείω	shake, move to and fro	urn:cite:perseusGreek:lexentity.lex64913.1
εἶμι	shall go, shall come	urn:cite:perseusGreek:lexentity.lex24364.1
θήγω	sharpen, whet	urn:cite:perseusGreek:lexentity.lex27309.1
ῥοάς	shedding of fruit	urn:cite:perseusGreek:lexentity.lex127203.1
ναῦς	ship	urn:cite:perseusGreek:lexentity.lex47300.1
ἠιών	shore, beach	urn:cite:perseusGreek:lexentity.lex114752.1
εἴλω	shut in	urn:cite:perseusGreek:lexentity.lex24297.1
σῆμα	sign, mark, token	urn:cite:perseusGreek:lexentity.lex72785.1
σιγή	silence	urn:cite:perseusGreek:lexentity.lex65263.1
ᾠδός	singer	urn:cite:perseusGreek:lexentity.lex126659.1
ἕδος	sitting-place	urn:cite:perseusGreek:lexentity.lex113905.1
ἕδρα	sitting-place	urn:cite:perseusGreek:lexentity.lex113906.1
εἴτε	sive..sive.., either..or.., whether..or..	urn:cite:perseusGreek:lexentity.lex24345.1
χρώς	skin or flesh	urn:cite:perseusGreek:lexentity.lex81862.1
δέρω	skin, flay	urn:cite:perseusGreek:lexentity.lex17437.1
εὕδω	sleep	urn:cite:perseusGreek:lexentity.lex26625.1
ῥάζω	snarl	urn:cite:perseusGreek:lexentity.lex126701.1
ἀκήν	softly, silently	urn:cite:perseusGreek:lexentity.lex84716.1
υἱός	son	urn:cite:perseusGreek:lexentity.lex76755.1
ἦχος	sound	urn:cite:perseusGreek:lexentity.lex115761.1
ἠχέω	sound, ring, peal	urn:cite:perseusGreek:lexentity.lex114919.1
φωνή	sound, tone	urn:cite:perseusGreek:lexentity.lex79496.1
χώρα	space or room in which a thing is	urn:cite:perseusGreek:lexentity.lex82066.1
βάζω	speak, say	urn:cite:perseusGreek:lexentity.lex13071.1
ἕλωρ	spoil, prey	urn:cite:perseusGreek:lexentity.lex113957.1
