URN, CtsUrn, Comments, VisualEvidence, FolioUrn
"urn:cite:hmt:scholia.2758","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","79th interlinear later hand scholion of Iliad 2 above twenty-first line of text","urn:cite:hmt:chsimg.VA027RN-0028@0.3418,0.5819,0.0232,0.0156","urn:cite:hmt:msA.27r"
"urn:cite:hmt:scholia.2759","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","80th interlinear scholion of Iliad 2 above eighth line of text","urn:cite:hmt:chsimg.VA027VN-0529@0.7792,0.347,0.0338,0.0144","urn:cite:hmt:msA.27v"
"urn:cite:hmt:scholia.2760","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","81st interlinear scholion of Iliad 2 above tenth line of text","urn:cite:hmt:chsimg.VA027VN-0529@0.6107,0.3883,0.0157,0.0123","urn:cite:hmt:msA.27v"
"urn:cite:hmt:scholia.2761","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","82nd interlinear scholion of Iliad 2 above twentieth line of text","urn:cite:hmt:chsimg.VA027VN-0529@0.7289,0.5661,0.1039,0.0193","urn:cite:hmt:msA.27v"
"urn:cite:hmt:scholia.2762","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","urn:cite:hmt:msA.83rd interlinear scholion of Iliad 2 above twenty-fourth line of text","urn:cite:hmt:chsimg.VA027VN-0529@0.7604,0.6431,0.0482,0.0137","urn:cite:hmt:msA.27v"
"urn:cite:hmt:scholia.2763","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","84th interlinear scholion of Iliad 2 above first line of text","urn:cite:hmt:chsimg.VA028RN-0029@0.4333,0.1956,0.0796,0.021","urn:cite:hmt:msA.28r"
"urn:cite:hmt:scholia.2764","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","85th interlinear scholion of Iliad 2 above third line of text","urn:cite:hmt:chsimg.VA028RN-0029@0.1913,0.24,0.0892,0.011","urn:cite:hmt:msA.28r"
"urn:cite:hmt:scholia.2765","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","86th interlinear scholion of Iliad 2 above sixth line of text","urn:cite:hmt:chsimg.VA028RN-0029@0.2946,0.2954,0.0408,0.011","urn:cite:hmt:msA.28r"
"urn:cite:hmt:scholia.2766","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","87th interlinear scholion of Iliad 2 above fourteenth line of text","urn:cite:hmt:chsimg.VA028RN-0029@0.2683,0.4477,0.0425,0.0135","urn:cite:hmt:msA.28r"
"urn:cite:hmt:scholia.2767","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","88th interlinear scholion of Iliad 2 above fifteenth line of text","urn:cite:hmt:chsimg.VA028RN-0029@0.1938,0.4659,0.0267,0.0116","urn:cite:hmt:msA.28r"
"urn:cite:hmt:scholia.2768","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","89th interlinear scholion of Iliad 2 above fifteenth line of text","urn:cite:hmt:chsimg.VA028RN-0029@0.2292,0.4668,0.0475,0.0125","urn:cite:hmt:msA.28r"
"urn:cite:hmt:scholia.2769","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","90th interlinear scholion of Iliad 2 above eighteenth line of text","urn:cite:hmt:chsimg.VA028RN-0029@0.3992,0.5216,0.0675,0.0156","urn:cite:hmt:msA.28r"
"urn:cite:hmt:scholia.2770","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","91st interlinear scholion of Iliad 2 above twentieth line of text","urn:cite:hmt:chsimg.VA028RN-0029@0.2267,0.5588,0.0992,0.0163","urn:cite:hmt:msA.28r"
"urn:cite:hmt:scholia.2771","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","92nd interlinear scholion of Iliad 2 above twenty-first line of text","urn:cite:hmt:chsimg.VA028RN-0029@0.1929,0.5795,0.035,0.0125","urn:cite:hmt:msA.28r"
"urn:cite:hmt:scholia.2772","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","urn:cite:hmt:msA.93rd interlinear scholion of Iliad 2 above twenty-first line of text","urn:cite:hmt:chsimg.VA028RN-0029@0.2358,0.5792,0.0404,0.0131","urn:cite:hmt:msA.28r"
"urn:cite:hmt:scholia.2773","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","94th interlinear scholion of Iliad 2 above twenty-first line of text","urn:cite:hmt:chsimg.VA028RN-0029@0.2842,0.5795,0.0963,0.015","urn:cite:hmt:msA.28r"
"urn:cite:hmt:scholia.2774","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","95th interlinear scholion of Iliad 2 above twenty-second line of text","urn:cite:hmt:chsimg.VA028RN-0029@0.2933,0.5995,0.0421,0.0113","urn:cite:hmt:msA.28r"
"urn:cite:hmt:scholia.2775","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","96th interlinear scholion of Iliad 2 above twenty-second line of text","urn:cite:hmt:chsimg.VA028RN-0029@0.3438,0.5995,0.0596,0.0135","urn:cite:hmt:msA.28r"
"urn:cite:hmt:scholia.2776","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","97th interlinear scholion of Iliad 2 above twenty-third line of text","urn:cite:hmt:chsimg.VA028RN-0029@0.1554,0.617,0.0792,0.0135","urn:cite:hmt:msA.28r"
"urn:cite:hmt:scholia.2777","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","98th interlinear scholion of Iliad 2 above twenty-fourth line of text","urn:cite:hmt:chsimg.VA028RN-0029@0.4879,0.6202,0.0513,0.0113","urn:cite:hmt:msA.28r"
"urn:cite:hmt:scholia.2778","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","99th interlinear later hand scholion of Iliad 2 above first line of text","urn:cite:hmt:chsimg.VA028VN-0530@0.7968,0.2032,0.0491,0.0146","urn:cite:hmt:msA.28v"
"urn:cite:hmt:scholia.2779","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","100th interlinear later hand scholion of Iliad 2 above second line of text","urn:cite:hmt:chsimg.VA028VN-0530@0.4915,0.2372,0.0271,0.0115","urn:cite:hmt:msA.28v"
"urn:cite:hmt:scholia.2780","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","101st interlinear later hand scholion of Iliad 2 above third line of text","urn:cite:hmt:chsimg.VA028VN-0530@0.5662,0.2527,0.03,0.0102","urn:cite:hmt:msA.28v"
"urn:cite:hmt:scholia.2781","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","102nd interlinear later hand scholion of Iliad 2 above third line of text","urn:cite:hmt:chsimg.VA028VN-0530@0.7144,0.2507,0.0553,0.0133","urn:cite:hmt:msA.28v"
"urn:cite:hmt:scholia.2782","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","1urn:cite:hmt:msA.03rd interlinear later hand scholion of Iliad 2 above fourth line of text","urn:cite:hmt:chsimg.VA028VN-0530@0.5238,0.269,0.0406,0.0146","urn:cite:hmt:msA.28v"
"urn:cite:hmt:scholia.2783","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","104th interlinear later hand scholion of Iliad 2 above fifth line of text","urn:cite:hmt:chsimg.VA028VN-0530@0.7565,0.2853,0.0759,0.0117","urn:cite:hmt:msA.28v"
"urn:cite:hmt:scholia.2784","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","105th interlinear later hand scholion of Iliad 2 above eighth line of text","urn:cite:hmt:chsimg.VA028VN-0530@0.5135,0.3458,0.0456,0.0117","urn:cite:hmt:msA.28v"
"urn:cite:hmt:scholia.2785","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","106th interlinear later hand scholion of Iliad 2 above ninth line of text","urn:cite:hmt:chsimg.VA028VN-0530@0.5038,0.3657,0.0456,0.0124","urn:cite:hmt:msA.28v"
"urn:cite:hmt:scholia.2786","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","107th interlinear later hand scholion of Iliad 2 above ninth line of text","urn:cite:hmt:chsimg.VA028VN-0530@0.6756,0.3635,0.0312,0.013","urn:cite:hmt:msA.28v"
"urn:cite:hmt:scholia.2787","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","108th interlinear later hand scholion of Iliad 2 above tenth line of text","urn:cite:hmt:chsimg.VA028VN-0530@0.5591,0.3836,0.0347,0.0104","urn:cite:hmt:msA.28v"
"urn:cite:hmt:scholia.2788","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","109th interlinear later hand scholion of Iliad 2 above eleventh line of text","urn:cite:hmt:chsimg.VA028VN-0530@0.5226,0.4026,0.0556,0.013","urn:cite:hmt:msA.28v"
"urn:cite:hmt:scholia.2789","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","110th interlinear later hand scholion of Iliad 2 above eleventh line of text","urn:cite:hmt:chsimg.VA028VN-0530@0.6026,0.3984,0.0632,0.015","urn:cite:hmt:msA.28v"
"urn:cite:hmt:scholia.2790","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","111th interlinear later hand scholion of Iliad 2 above twenty-first line of text","urn:cite:hmt:chsimg.VA028VN-0530@0.6844,0.587,0.0512,0.013","urn:cite:hmt:msA.28v"
"urn:cite:hmt:scholia.2791","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","112th interlinear later hand scholion of Iliad 2 above twenty-second line of text","urn:cite:hmt:chsimg.VA028VN-0530@0.6926,0.6047,0.0512,0.0119","urn:cite:hmt:msA.28v"
"urn:cite:hmt:scholia.2792","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","113th interlinear later hand scholion of Iliad 2 below twenty-fifth line of text","urn:cite:hmt:chsimg.VA028VN-0530@0.6459,0.6762,0.0982,0.0227","urn:cite:hmt:msA.28v"
"urn:cite:hmt:scholia.2793","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","114th interlinear scholion of Iliad 2 above second line of text","urn:cite:hmt:chsimg.VA029RN-0030@0.3283,0.217,0.032,0.009","urn:cite:hmt:msA.29r"
"urn:cite:hmt:scholia.2794","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","115th interlinear scholion of Iliad 2 above fifth line of text","urn:cite:hmt:chsimg.VA029RN-0030@0.4063,0.2773,0.091,0.0143","urn:cite:hmt:msA.29r"
"urn:cite:hmt:scholia.2795","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","116th interlinear scholion of Iliad 2 above eighth line of text","urn:cite:hmt:chsimg.VA029RN-0030@0.238,0.3292,0.0687,0.0145","urn:cite:hmt:msA.29r"
"urn:cite:hmt:scholia.2796","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","117th interlinear scholion of Iliad 2 above tenth line of text","urn:cite:hmt:chsimg.VA029RN-0030@0.183,0.3692,0.045,0.0133","urn:cite:hmt:msA.29r"
"urn:cite:hmt:scholia.2797","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","118th interlinear scholion of Iliad 2 above tenth line of text","urn:cite:hmt:chsimg.VA029RN-0030@0.2393,0.3682,0.077,0.013","urn:cite:hmt:msA.29r"
"urn:cite:hmt:scholia.2798","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","119th interlinear scholion of Iliad 2 above eleventh line of text","urn:cite:hmt:chsimg.VA029RN-0030@0.291,0.3912,0.029,0.0115","urn:cite:hmt:msA.29r"
"urn:cite:hmt:scholia.2799","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","120th interlinear scholion of Iliad 2 above thirteenth line of text","urn:cite:hmt:chsimg.VA029RN-0030@0.157,0.4268,0.0453,0.013","urn:cite:hmt:msA.29r"
"urn:cite:hmt:scholia.2800","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","121st interlinear scholion of Iliad 2 above thirteenth line of text","urn:cite:hmt:chsimg.VA029RN-0030@0.2367,0.4278,0.0277,0.011","urn:cite:hmt:msA.29r"
"urn:cite:hmt:scholia.2801","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","122nd interlinear scholion of Iliad 2 above ninteenth line of text","urn:cite:hmt:chsimg.VA029RN-0030@0.3357,0.5417,0.0913,0.015","urn:cite:hmt:msA.29r"
"urn:cite:hmt:scholia.2802","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","1urn:cite:hmt:msA.23rd interlinear scholion of Iliad 2 above twenty-fourth line of text","urn:cite:hmt:chsimg.VA029RN-0030@0.4387,0.638,0.04,0.0143","urn:cite:hmt:msA.29r"
"urn:cite:hmt:scholia.2803","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","124th interlinear scholion of Iliad 2 below twenty-fifth line of text","urn:cite:hmt:chsimg.VA029RN-0030@0.351,0.6761,0.0823,0.0168","urn:cite:hmt:msA.29r"
"urn:cite:hmt:scholia.2804","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","125th interlinear later hand scholion of Iliad 2 above second line of text","urn:cite:hmt:chsimg.VA029VN-0531@0.594,0.227,0.0547,0.0153","urn:cite:hmt:msA.29v"
"urn:cite:hmt:scholia.2805","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","126th interlinear later hand scholion of Iliad 2 above second line of text","urn:cite:hmt:chsimg.VA029VN-0531@0.6597,0.2293,0.053,0.012","urn:cite:hmt:msA.29v"
"urn:cite:hmt:scholia.2806","urn:cts:greekLit:tlg5026.msAim.hmt:2.","127th interlinear scholion of Iliad 2 above fifth line of text","urn:cite:hmt:chsimg.VA029VN-0531@0.4393,0.2834,0.0653,0.0323","urn:cite:hmt:msA.29v"
"urn:cite:hmt:scholia.2807","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","128th interlinear later hand scholion of Iliad 2 above third line of text","urn:cite:hmt:chsimg.VA029VN-0531@0.6787,0.2446,0.114,0.0153","urn:cite:hmt:msA.29v"
"urn:cite:hmt:scholia.2808","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","129th interlinear later hand scholion of Iliad 2 above fourth line of text","urn:cite:hmt:chsimg.VA029VN-0531@0.6183,0.2666,0.1283,0.0148","urn:cite:hmt:msA.29v"
"urn:cite:hmt:scholia.2809","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","130th interlinear later hand scholion of Iliad 2 above sixth line of text","urn:cite:hmt:chsimg.VA029VN-0531@0.7507,0.3029,0.0597,0.0135","urn:cite:hmt:msA.29v"
"urn:cite:hmt:scholia.2810","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","131st interlinear later hand scholion of Iliad 2 above ninth line of text","urn:cite:hmt:chsimg.VA029VN-0531@0.6073,0.3589,0.0377,0.014","urn:cite:hmt:msA.29v"
"urn:cite:hmt:scholia.2811","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","132nd interlinear later hand scholion of Iliad 2 above tenth line of text","urn:cite:hmt:chsimg.VA029VN-0531@0.7773,0.3785,0.0487,0.0128","urn:cite:hmt:msA.29v"
"urn:cite:hmt:scholia.2812","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","1urn:cite:hmt:msA.33rd interlinear later hand scholion of Iliad 2 above eleventh line of text","urn:cite:hmt:chsimg.VA029VN-0531@0.79,0.3957,0.048,0.01","urn:cite:hmt:msA.29v"
"urn:cite:hmt:scholia.2813","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","134th interlinear later hand scholion of Iliad 2 above twelfth line of text","urn:cite:hmt:chsimg.VA029VN-0531@0.799,0.414,0.0427,0.0133","urn:cite:hmt:msA.29v"
"urn:cite:hmt:scholia.2814","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","135th interlinear later hand scholion of Iliad 2 above thirteenth line of text","urn:cite:hmt:chsimg.VA029VN-0531@0.5663,0.4348,0.14,0.015","urn:cite:hmt:msA.29v"
"urn:cite:hmt:scholia.2815","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","136th interlinear later hand scholion of Iliad 2 above fourteenth line of text","urn:cite:hmt:chsimg.VA029VN-0531@0.4803,0.4538,0.033,0.016","urn:cite:hmt:msA.29v"
"urn:cite:hmt:scholia.2816","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","137th interlinear later hand scholion of Iliad 2 above fourteenth line of text","urn:cite:hmt:chsimg.VA029VN-0531@0.5297,0.4556,0.0187,0.0115","urn:cite:hmt:msA.29v"
"urn:cite:hmt:scholia.2817","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","138th interlinear later hand scholion of Iliad 2 above fourteenth line of text","urn:cite:hmt:chsimg.VA029VN-0531@0.79,0.4483,0.0457,0.0135","urn:cite:hmt:msA.29v"
"urn:cite:hmt:scholia.2818","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","139th interlinear later hand scholion of Iliad 2 above eighteenth line of text","urn:cite:hmt:chsimg.VA029VN-0531@0.4917,0.5284,0.1167,0.0213","urn:cite:hmt:msA.29v"
"urn:cite:hmt:scholia.2819","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","140th interlinear later hand scholion of Iliad 2 above twentieth line of text","urn:cite:hmt:chsimg.VA029VN-0531@0.69,0.566,0.0743,0.0108","urn:cite:hmt:msA.29v"
"urn:cite:hmt:scholia.2820","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","141st interlinear later hand scholion of Iliad 2 above twenty-third line of text","urn:cite:hmt:chsimg.VA029VN-0531@0.5817,0.6235,0.0657,0.012","urn:cite:hmt:msA.29v"
"urn:cite:hmt:scholia.2821","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","142nd interlinear later hand scholion of Iliad 2 above twenty-fourth line of text","urn:cite:hmt:chsimg.VA029VN-0531@0.6573,0.621,0.046,0.0123","urn:cite:hmt:msA.29v"
"urn:cite:hmt:scholia.2822","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","1urn:cite:hmt:msA.43rd interlinear later hand scholion of Iliad 2 below twenty-fifth line of text","urn:cite:hmt:chsimg.VA029VN-0531@0.5983,0.6801,0.0777,0.0148","urn:cite:hmt:msA.29v"
"urn:cite:hmt:scholia.2823","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","144th interlinear later hand scholion of Iliad 2 above first line of text","urn:cite:hmt:chsimg.VA030RN-0031@0.3027,0.1875,0.1073,0.023","urn:cite:hmt:msA.30r"
"urn:cite:hmt:scholia.2824","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","145th interlinear later hand scholion of Iliad 2 above first line of text","urn:cite:hmt:chsimg.VA030RN-0031@0.3987,0.1987,0.0473,0.0185","urn:cite:hmt:msA.30r"
"urn:cite:hmt:scholia.2825","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","146th interlinear later hand scholion of Iliad 2 above sixth line of text","urn:cite:hmt:chsimg.VA030RN-0031@0.185,0.2939,0.0503,0.0133","urn:cite:hmt:msA.30r"
"urn:cite:hmt:scholia.2826","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","147th interlinear later hand scholion of Iliad 2 above sixth line of text","urn:cite:hmt:chsimg.VA030RN-0031@0.4193,0.2979,0.0987,0.0135","urn:cite:hmt:msA.30r"
"urn:cite:hmt:scholia.2827","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","148th interlinear later hand scholion of Iliad 2 above seventh line of text","urn:cite:hmt:chsimg.VA030RN-0031@0.269,0.3149,0.0533,0.0115","urn:cite:hmt:msA.30r"
"urn:cite:hmt:scholia.2828","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","149th interlinear later hand scholion of Iliad 2 above seventh line of text","urn:cite:hmt:chsimg.VA030RN-0031@0.3287,0.3186,0.0557,0.0133","urn:cite:hmt:msA.30r"
"urn:cite:hmt:scholia.2829","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","150th interlinear later hand scholion of Iliad 2 above eighth line of text","urn:cite:hmt:chsimg.VA030RN-0031@0.2423,0.3327,0.0487,0.013","urn:cite:hmt:msA.30r"
"urn:cite:hmt:scholia.2830","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","151st interlinear later hand scholion of Iliad 2 above eighth line of text","urn:cite:hmt:chsimg.VA030RN-0031@0.308,0.3352,0.1067,0.014","urn:cite:hmt:msA.30r"
"urn:cite:hmt:scholia.2831","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","152nd interlinear later hand scholion of Iliad 2 above eighth line of text","urn:cite:hmt:chsimg.VA030RN-0031@0.423,0.3394,0.0333,0.0123","urn:cite:hmt:msA.30r"
"urn:cite:hmt:scholia.2832","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","1urn:cite:hmt:msA.53rd interlinear later hand scholion of Iliad 2 above ninth line of text","urn:cite:hmt:chsimg.VA030RN-0031@0.2343,0.3542,0.0433,0.0113","urn:cite:hmt:msA.30r"
"urn:cite:hmt:scholia.2833","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","154th interlinear scholion of Iliad 2 above fifteenth line of text","urn:cite:hmt:chsimg.VA030RN-0031@0.1923,0.3697,0.0567,0.0125","urn:cite:hmt:msA.30r"
"urn:cite:hmt:scholia.2834","urn:cts:greekLit:tlg5026.msAlater.hmt:2.","155th interlinear later hand scholion of Iliad 2 above tenth line of text","urn:cite:hmt:chsimg.VA030RN-0031@0.1923,0.3697,0.0567,0.0125","urn:cite:hmt:msA.30r"
"urn:cite:hmt:scholia.2835","urn:cts:greekLit:tlg5026.msAmeta.hmt:2.133","1st meta-scholion of Iliad 2","urn:cite:hmt:chsimg.VA026RN-0027@0.7582,0.8243,0.0757,0.0252","urn:cite:hmt:msA.26r"
"urn:cite:hmt:scholia.2836","urn:cts:greekLit:tlg5026.msAimlater.hmt:2.26","4th intermarginal scholion of Iliad 2","urn:cite:hmt:chsimg.VA024VN-0526@0.4371,0.2513,0.0604,0.0238","urn:cite:hmt:msA.24v"
"urn:cite:hmt:scholia.2837","urn:cts:greekLit:tlg5026.msAimlater.hmt:2.28","6th intermarginal scholion of Iliad 2","urn:cite:hmt:chsimg.VA024VN-0526@0.4446,0.3495,0.0683,0.0304","urn:cite:hmt:msA.24v"
"urn:cite:hmt:scholia.2838","urn:cts:greekLit:tlg5026.msAimlater.hmt:2.281","30th intermarginal scholion of Iliad 2","urn:cite:hmt:chsimg.VA027VN-0529@0.3621,0.3892,0.0783,0.0288","urn:cite:hmt:msA.27v"
"urn:cite:hmt:scholia.2839","urn:cts:greekLit:tlg5026.msAsub.hmt:807","1st subscription scholia of Iliad 2","urn:cite:hmt:chsimg.VA041VN-0543@0.4857,0.4801,0.3503,0.1111","urn:cite:hmt:msA.41v"
"urn:cite:hmt:scholia.2840","urn:cts:greekLit:tlg5026.msA.hmt:3.5","","urn:cite:hmt:chsimg.VA042RN-0043@0.13522476,0.11950207,0.60574797,0.03098202","urn:cite:hmt:msA.42r"
"urn:cite:hmt:scholia.2841","urn:cts:greekLit:tlg5026.msA.hmt:3.1","","urn:cite:hmt:chsimg.VA042RN-0043@0.13780398,0.13609959,0.60722181,0.04536653","urn:cite:hmt:msA.42r"
"urn:cite:hmt:scholia.2842","urn:cts:greekLit:tlg5026.msA.hmt:3.671","","urn:cite:hmt:chsimg.VA042RN-0043@0.11827561,0.16514523,0.65327929,0.03236515","urn:cite:hmt:msA.42r"
"urn:cite:hmt:scholia.2843","urn:cts:greekLit:tlg5026.msA.hmt:3.8","","urn:cite:hmt:chsimg.VA042RN-0043@0.13098747,0.18174274,0.61348563,0.02572614","urn:cite:hmt:msA.42r"
"urn:cite:hmt:scholia.2844","urn:cts:greekLit:tlg5026.msA.hmt:3.10","","urn:cite:hmt:chsimg.VA042RN-0043@0.12822402,0.19585062,0.63890936,0.02489627","urn:cite:hmt:msA.42r"
"urn:cite:hmt:scholia.2845","urn:cts:greekLit:tlg5026.msA.hmt:3.12","","urn:cite:hmt:chsimg.VA042RN-0043@0.32498158,0.20636238,0.42667649,0.03928077","urn:cite:hmt:msA.42r"
"urn:cite:hmt:scholia.2846","urn:cts:greekLit:tlg5026.msA.hmt:3.15","","urn:cite:hmt:chsimg.VA042RN-0043@0.53721444,0.24619640,0.22254974,0.04591978","urn:cite:hmt:msA.42r"
"urn:cite:hmt:scholia.2847","urn:cts:greekLit:tlg5026.msA.hmt:3.16","","urn:cite:hmt:chsimg.VA042RN-0043@0.53205601,0.27939142,0.22328666,0.07745505","urn:cite:hmt:msA.42r"
"urn:cite:hmt:scholia.2848","urn:cts:greekLit:tlg5026.msA.hmt:3.23","","urn:cite:hmt:chsimg.VA042RN-0043@0.54089904,0.34896266,0.21591746,0.26666667","urn:cite:hmt:msA.42r"
"urn:cite:hmt:scholia.2849","urn:cts:greekLit:tlg5026.msA.hmt:3.40","","urn:cite:hmt:chsimg.VA042RN-0043@0.52579219,0.61881051,0.22162859,0.06597510","urn:cite:hmt:msA.42r"
"urn:cite:hmt:scholia.2850","urn:cts:greekLit:tlg5026.msA.hmt:3.50","","urn:cite:hmt:chsimg.VA042RN-0043@0.11385409,0.68492393,0.63780398,0.07468880","urn:cite:hmt:msA.42r"
"urn:cite:hmt:scholia.2851","urn:cts:greekLit:tlg5026.msA.hmt:3.672","","urn:cite:hmt:chsimg.VA042RN-0043@0.11882830,0.74011065,0.63227708,0.04896266","urn:cite:hmt:msA.42r"
"urn:cite:hmt:scholia.2852","urn:cts:greekLit:tlg5026.msA.hmt:3.673","","urn:cite:hmt:chsimg.VA042RN-0043@0.11145910,0.77510373,0.64112012,0.04979253","urn:cite:hmt:msA.42r"
"urn:cite:hmt:scholia.2853","urn:cts:greekLit:tlg5026.msA.hmt:3.25","","urn:cite:hmt:chsimg.VA042RN-0043@0.11035372,0.80774550,0.64167281,0.03236515","urn:cite:hmt:msA.42r"
"urn:cite:hmt:scholia.2854","urn:cts:greekLit:tlg5026.msA.hmt:3.674","","urn:cite:hmt:chsimg.VA042RN-0043@0.11938099,0.81742739,0.64664702,0.08049793","urn:cite:hmt:msA.42r"
"urn:cite:hmt:scholia.2855","urn:cts:greekLit:tlg5026.msA.hmt:3.60","","urn:cite:hmt:chsimg.VA042VN-0544@0.21812822,0.13499308,0.65438467,0.03430152","urn:cite:hmt:msA.42v"
"urn:cite:hmt:scholia.2856","urn:cts:greekLit:tlg5026.msA.hmt:3.68","","urn:cite:hmt:chsimg.VA042VN-0544@0.21168018,0.16127248,0.66433309,0.04066390","urn:cite:hmt:msA.42v"
"urn:cite:hmt:scholia.2857","urn:cts:greekLit:tlg5026.msA.hmt:3.65","","urn:cite:hmt:chsimg.VA042VN-0544@0.21702284,0.18423237,0.65327929,0.03734440","urn:cite:hmt:msA.42v"
"urn:cite:hmt:scholia.2858","urn:cts:greekLit:tlg5026.msA.hmt:3.70","","urn:cite:hmt:chsimg.VA042VN-0544@0.20707443,0.21839557,0.22052321,0.13858921","urn:cite:hmt:msA.42v"
"urn:cite:hmt:scholia.2859","urn:cts:greekLit:tlg5026.msA.hmt:3.74","","urn:cite:hmt:chsimg.VA042VN-0544@0.20707443,0.34993084,0.22144436,0.06390041","urn:cite:hmt:msA.42v"
"urn:cite:hmt:scholia.2860","urn:cts:greekLit:tlg5026.msA.hmt:3.78","","urn:cite:hmt:chsimg.VA042VN-0544@0.21444363,0.40912863,0.20965365,0.04979253","urn:cite:hmt:msA.42v"
"urn:cite:hmt:scholia.2861","urn:cts:greekLit:tlg5026.msA.hmt:3.58","","urn:cite:hmt:chsimg.VA042VN-0544@0.22144436,0.45311203,0.20486367,0.05311203","urn:cite:hmt:msA.42v"
"urn:cite:hmt:scholia.2862","urn:cts:greekLit:tlg5026.msA.hmt:3.62","","urn:cite:hmt:chsimg.VA042VN-0544@0.22070744,0.50013831,0.20707443,0.03734440","urn:cite:hmt:msA.42v"
"urn:cite:hmt:scholia.2863","urn:cts:greekLit:tlg5026.msA.hmt:3.92","","urn:cite:hmt:chsimg.VA042VN-0544@0.22328666,0.53360996,0.20891673,0.03706777","urn:cite:hmt:msA.42v"
"urn:cite:hmt:scholia.2864","urn:cts:greekLit:tlg5026.msA.hmt:3.82","","urn:cite:hmt:chsimg.VA042VN-0544@0.22254974,0.56791148,0.21112749,0.03540802","urn:cite:hmt:msA.42v"
