Image.v1,Label,Rights
urn:cite:ecod:codbod85.cb_0085_151r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 151r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 151r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_151v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 151v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 151v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_152r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 152r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 152r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_152v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 152v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 152v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_153r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 153r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 153r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_153v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 153v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 153v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_154r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 154r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 154r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_154v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 154v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 154v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_155r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 155r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 155r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_155v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 155v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 155v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_156r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 156r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 156r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_156v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 156v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 156v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_157r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 157r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 157r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_157v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 157v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 157v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_158r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 158r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 158r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_158v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 158v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 158v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_159r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 159r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 159r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_159v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 159v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 159v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_160r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 160r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 160r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_160v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 160v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 160v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_161r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 161r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 161r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_161v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 161v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 161v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_162r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 162r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 162r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_162v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 162v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 162v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_163r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 163r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 163r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_163v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 163v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 163v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_164r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 164r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 164r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_164v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 164v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 164v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_165r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 165r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 165r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_165v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 165v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 165v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_166r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 166r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 166r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_166v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 166v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 166v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_167r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 167r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 167r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_167v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 167v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 167v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_168r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 168r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 168r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_168v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 168v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 168v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_169r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 169r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 169r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_169v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 169v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 169v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_170r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 170r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 170r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_170v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 170v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 170v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_171r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 171r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 171r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_171v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 171v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 171v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_172r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 172r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 172r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_172v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 172v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 172v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_173r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 173r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 173r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_173v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 173v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 173v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_174r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 174r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 174r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_174v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 174v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 174v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_175r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 175r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 175r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_175v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 175v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 175v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_176r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 176r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 176r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_176v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 176v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 176v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_177r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 177r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 177r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_177v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 177v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 177v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_178r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 178r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 178r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_178v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 178v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 178v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_179r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 179r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 179r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_179v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 179v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 179v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_180r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 180r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 180r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_180v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 180v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 180v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_181r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 181r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 181r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_181v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 181v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 181v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_182r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 182r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 182r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_182v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 182v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 182v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_183r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 183r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 183r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_183v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 183v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 183v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_184r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 184r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 184r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_184v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 184v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 184v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_185r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 185r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 185r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_185v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 185v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 185v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_186r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 186r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 186r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_186v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 186v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 186v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_187r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 187r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 187r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_187v.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 187v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 187v – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
urn:cite:ecod:codbod85.cb_0085_188r.v1,'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 188r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'Cologny, Fondation Martin Bodmer, Cod. Bodmer 85, p. 188r – Homer, Iliad with scholii (http://www.e-codices.unifr.ch/en/list/one/cb/0085)'
