Sequence	Passage	Sign
1660	urn:cts:greekLit:tlg0012.tlg001.msA:13.10	⸖
1661	urn:cts:greekLit:tlg0012.tlg001.msA:13.11	>
1662	urn:cts:greekLit:tlg0012.tlg001.msA:13.12	>
1663	urn:cts:greekLit:tlg0012.tlg001.msA:13.16	>
1664	urn:cts:greekLit:tlg0012.tlg001.msA:13.21	>
1665	urn:cts:greekLit:tlg0012.tlg001.msA:13.25	>
1666	urn:cts:greekLit:tlg0012.tlg001.msA:13.28	>
1667	urn:cts:greekLit:tlg0012.tlg001.msA:13.29	>
1668	urn:cts:greekLit:tlg0012.tlg001.msA:13.41	>
1669	urn:cts:greekLit:tlg0012.tlg001.msA:13.45	>
1670	urn:cts:greekLit:tlg0012.tlg001.msA:13.49	>
1671	urn:cts:greekLit:tlg0012.tlg001.msA:13.60	>
1672	urn:cts:greekLit:tlg0012.tlg001.msA:13.61	※
1673	urn:cts:greekLit:tlg0012.tlg001.msA:13.64	>
1674	urn:cts:greekLit:tlg0012.tlg001.msA:13.66	>
1675	urn:cts:greekLit:tlg0012.tlg001.msA:13.68	⸖
1676	urn:cts:greekLit:tlg0012.tlg001.msA:13.82	>
1677	urn:cts:greekLit:tlg0012.tlg001.msA:13.85	>
1678	urn:cts:greekLit:tlg0012.tlg001.msA:13.103	>
1679	urn:cts:greekLit:tlg0012.tlg001.msA:13.110	>
1680	urn:cts:greekLit:tlg0012.tlg001.msA:13.115	>
1681	urn:cts:greekLit:tlg0012.tlg001.msA:13.127	>
1682	urn:cts:greekLit:tlg0012.tlg001.msA:13.147	>
1683	urn:cts:greekLit:tlg0012.tlg001.msA:13.148	⸖
1684	urn:cts:greekLit:tlg0012.tlg001.msA:13.159	>
1685	urn:cts:greekLit:tlg0012.tlg001.msA:13.165	>
1686	urn:cts:greekLit:tlg0012.tlg001.msA:13.166	>
1687	urn:cts:greekLit:tlg0012.tlg001.msA:13.172	⸖
1688	urn:cts:greekLit:tlg0012.tlg001.msA:13.197	>
1689	urn:cts:greekLit:tlg0012.tlg001.msA:13.203	>
1690	urn:cts:greekLit:tlg0012.tlg001.msA:13.213	>
1691	urn:cts:greekLit:tlg0012.tlg001.msA:13.217	>
1692	urn:cts:greekLit:tlg0012.tlg001.msA:13.222	>
1693	urn:cts:greekLit:tlg0012.tlg001.msA:13.223	>
1694	urn:cts:greekLit:tlg0012.tlg001.msA:13.226	>
1695	urn:cts:greekLit:tlg0012.tlg001.msA:13.236	>
1696	urn:cts:greekLit:tlg0012.tlg001.msA:13.252	>
1697	urn:cts:greekLit:tlg0012.tlg001.msA:13.257	>
1698	urn:cts:greekLit:tlg0012.tlg001.msA:13.275	>
1699	urn:cts:greekLit:tlg0012.tlg001.msA:13.276	>
1700	urn:cts:greekLit:tlg0012.tlg001.msA:13.287	>
1701	urn:cts:greekLit:tlg0012.tlg001.msA:13.288	>
1702	urn:cts:greekLit:tlg0012.tlg001.msA:13.292	>
1703	urn:cts:greekLit:tlg0012.tlg001.msA:13.295	>
1704	urn:cts:greekLit:tlg0012.tlg001.msA:13.299	>
1705	urn:cts:greekLit:tlg0012.tlg001.msA:13.306	>
1706	urn:cts:greekLit:tlg0012.tlg001.msA:13.315	⸖
1707	urn:cts:greekLit:tlg0012.tlg001.msA:13.317	>
1708	urn:cts:greekLit:tlg0012.tlg001.msA:13.326	>
1709	urn:cts:greekLit:tlg0012.tlg001.msA:13.327	>
1710	urn:cts:greekLit:tlg0012.tlg001.msA:13.343	>
1711	urn:cts:greekLit:tlg0012.tlg001.msA:13.344	>
1712	urn:cts:greekLit:tlg0012.tlg001.msA:13.346	>
1713	urn:cts:greekLit:tlg0012.tlg001.msA:13.350	—
1714	urn:cts:greekLit:tlg0012.tlg001.msA:13.359	>
1715	urn:cts:greekLit:tlg0012.tlg001.msA:13.365	>
1716	urn:cts:greekLit:tlg0012.tlg001.msA:13.366	>
1717	urn:cts:greekLit:tlg0012.tlg001.msA:13.372	>
1718	urn:cts:greekLit:tlg0012.tlg001.msA:13.382	>
1719	urn:cts:greekLit:tlg0012.tlg001.msA:13.403	>
1720	urn:cts:greekLit:tlg0012.tlg001.msA:13.408	>
1721	urn:cts:greekLit:tlg0012.tlg001.msA:13.415	>
1722	urn:cts:greekLit:tlg0012.tlg001.msA:13.420	>
1723	urn:cts:greekLit:tlg0012.tlg001.msA:13.423	⸖
1724	urn:cts:greekLit:tlg0012.tlg001.msA:13.426	>
1725	urn:cts:greekLit:tlg0012.tlg001.msA:13.439	>
1726	urn:cts:greekLit:tlg0012.tlg001.msA:13.456	>
1727	urn:cts:greekLit:tlg0012.tlg001.msA:13.470	>
1728	urn:cts:greekLit:tlg0012.tlg001.msA:13.471	>
1729	urn:cts:greekLit:tlg0012.tlg001.msA:13.474	>
1730	urn:cts:greekLit:tlg0012.tlg001.msA:13.493	>
1731	urn:cts:greekLit:tlg0012.tlg001.msA:13.496	>
1732	urn:cts:greekLit:tlg0012.tlg001.msA:13.502	>
1733	urn:cts:greekLit:tlg0012.tlg001.msA:13.515	>
1734	urn:cts:greekLit:tlg0012.tlg001.msA:13.546	>
1735	urn:cts:greekLit:tlg0012.tlg001.msA:13.548	>
1736	urn:cts:greekLit:tlg0012.tlg001.msA:13.557	>
1737	urn:cts:greekLit:tlg0012.tlg001.msA:13.563	>
1738	urn:cts:greekLit:tlg0012.tlg001.msA:13.564	>
1739	urn:cts:greekLit:tlg0012.tlg001.msA:13.575	>
1740	urn:cts:greekLit:tlg0012.tlg001.msA:13.584	>
1741	urn:cts:greekLit:tlg0012.tlg001.msA:13.610	⸖
1742	urn:cts:greekLit:tlg0012.tlg001.msA:13.625	>
1743	urn:cts:greekLit:tlg0012.tlg001.msA:13.626	>
1744	urn:cts:greekLit:tlg0012.tlg001.msA:13.627	⸖
1745	urn:cts:greekLit:tlg0012.tlg001.msA:13.629	>
1746	urn:cts:greekLit:tlg0012.tlg001.msA:13.643	>
1747	urn:cts:greekLit:tlg0012.tlg001.msA:13.649	>
1748	urn:cts:greekLit:tlg0012.tlg001.msA:13.657	>
1749	urn:cts:greekLit:tlg0012.tlg001.msA:13.658	—
1750	urn:cts:greekLit:tlg0012.tlg001.msA:13.659	—
1751	urn:cts:greekLit:tlg0012.tlg001.msA:13.663	>
1752	urn:cts:greekLit:tlg0012.tlg001.msA:13.681	>
1753	urn:cts:greekLit:tlg0012.tlg001.msA:13.687	>
1754	urn:cts:greekLit:tlg0012.tlg001.msA:13.692	⸖
1755	urn:cts:greekLit:tlg0012.tlg001.msA:13.694	>
1756	urn:cts:greekLit:tlg0012.tlg001.msA:13.697	>
1757	urn:cts:greekLit:tlg0012.tlg001.msA:13.707	>
1758	urn:cts:greekLit:tlg0012.tlg001.msA:13.724	>
1759	urn:cts:greekLit:tlg0012.tlg001.msA:13.725	>
1760	urn:cts:greekLit:tlg0012.tlg001.msA:13.734	>
1761	urn:cts:greekLit:tlg0012.tlg001.msA:13.736	>
1762	urn:cts:greekLit:tlg0012.tlg001.msA:13.740	>
1763	urn:cts:greekLit:tlg0012.tlg001.msA:13.745	>
1764	urn:cts:greekLit:tlg0012.tlg001.msA:13.754	>
1765	urn:cts:greekLit:tlg0012.tlg001.msA:13.761	>
1766	urn:cts:greekLit:tlg0012.tlg001.msA:13.764	>
1767	urn:cts:greekLit:tlg0012.tlg001.msA:13.765	>
1768	urn:cts:greekLit:tlg0012.tlg001.msA:13.773	>
1769	urn:cts:greekLit:tlg0012.tlg001.msA:13.777	>
1770	urn:cts:greekLit:tlg0012.tlg001.msA:13.782	>
1771	urn:cts:greekLit:tlg0012.tlg001.msA:13.793	>
1772	urn:cts:greekLit:tlg0012.tlg001.msA:13.820	>
1773	urn:cts:greekLit:tlg0012.tlg001.msA:14.7	>
1774	urn:cts:greekLit:tlg0012.tlg001.msA:14.8	>
1775	urn:cts:greekLit:tlg0012.tlg001.msA:14.13	>
1776	urn:cts:greekLit:tlg0012.tlg001.msA:14.16	>
1777	urn:cts:greekLit:tlg0012.tlg001.msA:14.25	>
1778	urn:cts:greekLit:tlg0012.tlg001.msA:14.28	>
1779	urn:cts:greekLit:tlg0012.tlg001.msA:14.35	>
1780	urn:cts:greekLit:tlg0012.tlg001.msA:14.37	⸖
1781	urn:cts:greekLit:tlg0012.tlg001.msA:14.40	—
1782	urn:cts:greekLit:tlg0012.tlg001.msA:14.45	>
1783	urn:cts:greekLit:tlg0012.tlg001.msA:14.58	>
1784	urn:cts:greekLit:tlg0012.tlg001.msA:14.63	>
1785	urn:cts:greekLit:tlg0012.tlg001.msA:14.69	>
1786	urn:cts:greekLit:tlg0012.tlg001.msA:14.78	>
1787	urn:cts:greekLit:tlg0012.tlg001.msA:14.84	>
1788	urn:cts:greekLit:tlg0012.tlg001.msA:14.95	※
1789	urn:cts:greekLit:tlg0012.tlg001.msA:14.95	—
1790	urn:cts:greekLit:tlg0012.tlg001.msA:14.114	—
1791	urn:cts:greekLit:tlg0012.tlg001.msA:14.114	>
1792	urn:cts:greekLit:tlg0012.tlg001.msA:14.117	>
1793	urn:cts:greekLit:tlg0012.tlg001.msA:14.118	⸖
1794	urn:cts:greekLit:tlg0012.tlg001.msA:14.124	>
1795	urn:cts:greekLit:tlg0012.tlg001.msA:14.125	>
1796	urn:cts:greekLit:tlg0012.tlg001.msA:14.128	>
1797	urn:cts:greekLit:tlg0012.tlg001.msA:14.129	>
1798	urn:cts:greekLit:tlg0012.tlg001.msA:14.135	⸖
1799	urn:cts:greekLit:tlg0012.tlg001.msA:14.136	⸖
1800	urn:cts:greekLit:tlg0012.tlg001.msA:14.147	>
1801	urn:cts:greekLit:tlg0012.tlg001.msA:14.153	>
1802	urn:cts:greekLit:tlg0012.tlg001.msA:14.154	>
1803	urn:cts:greekLit:tlg0012.tlg001.msA:14.155	>
1804	urn:cts:greekLit:tlg0012.tlg001.msA:14.162	⸖
1805	urn:cts:greekLit:tlg0012.tlg001.msA:14.167	>
1806	urn:cts:greekLit:tlg0012.tlg001.msA:14.168	>
1807	urn:cts:greekLit:tlg0012.tlg001.msA:14.169	⸖
1808	urn:cts:greekLit:tlg0012.tlg001.msA:14.170	>
1809	urn:cts:greekLit:tlg0012.tlg001.msA:14.171	>
1810	urn:cts:greekLit:tlg0012.tlg001.msA:14.172	>
1811	urn:cts:greekLit:tlg0012.tlg001.msA:14.178	>
1812	urn:cts:greekLit:tlg0012.tlg001.msA:14.180	>
1813	urn:cts:greekLit:tlg0012.tlg001.msA:14.183	>
1814	urn:cts:greekLit:tlg0012.tlg001.msA:14.196	>
1815	urn:cts:greekLit:tlg0012.tlg001.msA:14.205	※
1816	urn:cts:greekLit:tlg0012.tlg001.msA:14.206	※
1817	urn:cts:greekLit:tlg0012.tlg001.msA:14.206	>
1818	urn:cts:greekLit:tlg0012.tlg001.msA:14.207	※
1819	urn:cts:greekLit:tlg0012.tlg001.msA:14.208	⸖
1820	urn:cts:greekLit:tlg0012.tlg001.msA:14.209	>
1821	urn:cts:greekLit:tlg0012.tlg001.msA:14.213	—
1822	urn:cts:greekLit:tlg0012.tlg001.msA:14.214	>
1823	urn:cts:greekLit:tlg0012.tlg001.msA:14.218	>
1824	urn:cts:greekLit:tlg0012.tlg001.msA:14.219	>
1825	urn:cts:greekLit:tlg0012.tlg001.msA:14.223	>
1826	urn:cts:greekLit:tlg0012.tlg001.msA:14.225	>
1827	urn:cts:greekLit:tlg0012.tlg001.msA:14.226	>
1828	urn:cts:greekLit:tlg0012.tlg001.msA:14.235	>
1829	urn:cts:greekLit:tlg0012.tlg001.msA:14.239	>
1830	urn:cts:greekLit:tlg0012.tlg001.msA:14.242	>
1831	urn:cts:greekLit:tlg0012.tlg001.msA:14.267	>
1832	urn:cts:greekLit:tlg0012.tlg001.msA:14.272	>
1833	urn:cts:greekLit:tlg0012.tlg001.msA:14.274	⸖
1834	urn:cts:greekLit:tlg0012.tlg001.msA:14.279	>
1835	urn:cts:greekLit:tlg0012.tlg001.msA:14.284	>
1836	urn:cts:greekLit:tlg0012.tlg001.msA:14.288	>
1837	urn:cts:greekLit:tlg0012.tlg001.msA:14.304	※
1838	urn:cts:greekLit:tlg0012.tlg001.msA:14.304	—
1839	urn:cts:greekLit:tlg0012.tlg001.msA:14.305	※
1840	urn:cts:greekLit:tlg0012.tlg001.msA:14.305	—
1841	urn:cts:greekLit:tlg0012.tlg001.msA:14.306	※
1842	urn:cts:greekLit:tlg0012.tlg001.msA:14.306	—
1843	urn:cts:greekLit:tlg0012.tlg001.msA:14.315	>
1844	urn:cts:greekLit:tlg0012.tlg001.msA:14.317	—
1845	urn:cts:greekLit:tlg0012.tlg001.msA:14.318	—
1846	urn:cts:greekLit:tlg0012.tlg001.msA:14.319	—
1847	urn:cts:greekLit:tlg0012.tlg001.msA:14.320	—
1848	urn:cts:greekLit:tlg0012.tlg001.msA:14.321	—
1849	urn:cts:greekLit:tlg0012.tlg001.msA:14.322	—
1850	urn:cts:greekLit:tlg0012.tlg001.msA:14.323	—
1851	urn:cts:greekLit:tlg0012.tlg001.msA:14.324	—
1852	urn:cts:greekLit:tlg0012.tlg001.msA:14.325	—
1853	urn:cts:greekLit:tlg0012.tlg001.msA:14.326	—
1854	urn:cts:greekLit:tlg0012.tlg001.msA:14.327	—
1855	urn:cts:greekLit:tlg0012.tlg001.msA:14.338	>
1856	urn:cts:greekLit:tlg0012.tlg001.msA:14.354	>
1857	urn:cts:greekLit:tlg0012.tlg001.msA:14.366	⸖
1858	urn:cts:greekLit:tlg0012.tlg001.msA:14.376	—
1859	urn:cts:greekLit:tlg0012.tlg001.msA:14.377	—
1860	urn:cts:greekLit:tlg0012.tlg001.msA:14.379	>
1861	urn:cts:greekLit:tlg0012.tlg001.msA:14.382	>
1862	urn:cts:greekLit:tlg0012.tlg001.msA:14.391	>
1863	urn:cts:greekLit:tlg0012.tlg001.msA:14.394	⸖
1864	urn:cts:greekLit:tlg0012.tlg001.msA:14.402	>
1865	urn:cts:greekLit:tlg0012.tlg001.msA:14.405	>
1866	urn:cts:greekLit:tlg0012.tlg001.msA:14.406	>
1867	urn:cts:greekLit:tlg0012.tlg001.msA:14.416	>
1868	urn:cts:greekLit:tlg0012.tlg001.msA:14.418	>
1869	urn:cts:greekLit:tlg0012.tlg001.msA:14.421	>
1870	urn:cts:greekLit:tlg0012.tlg001.msA:14.434	>
1871	urn:cts:greekLit:tlg0012.tlg001.msA:14.439	>
1872	urn:cts:greekLit:tlg0012.tlg001.msA:14.442	>
1873	urn:cts:greekLit:tlg0012.tlg001.msA:14.463	>
1874	urn:cts:greekLit:tlg0012.tlg001.msA:14.477	>
1875	urn:cts:greekLit:tlg0012.tlg001.msA:14.485	>
1876	urn:cts:greekLit:tlg0012.tlg001.msA:14.499	>
1877	urn:cts:greekLit:tlg0012.tlg001.msA:14.500	—
1878	urn:cts:greekLit:tlg0012.tlg001.msA:14.509	>
1879	urn:cts:greekLit:tlg0012.tlg001.msA:14.516	>
1880	urn:cts:greekLit:tlg0012.tlg001.msA:14.518	>
1881	urn:cts:greekLit:tlg0012.tlg001.msA:15.8	>
1882	urn:cts:greekLit:tlg0012.tlg001.msA:15.10	>
1883	urn:cts:greekLit:tlg0012.tlg001.msA:15.11	>
1884	urn:cts:greekLit:tlg0012.tlg001.msA:15.14	>
1885	urn:cts:greekLit:tlg0012.tlg001.msA:15.15	>
1886	urn:cts:greekLit:tlg0012.tlg001.msA:15.18	>
1887	urn:cts:greekLit:tlg0012.tlg001.msA:15.21	>
1888	urn:cts:greekLit:tlg0012.tlg001.msA:15.23	>
1889	urn:cts:greekLit:tlg0012.tlg001.msA:15.41	>
1890	urn:cts:greekLit:tlg0012.tlg001.msA:15.50	>
1891	urn:cts:greekLit:tlg0012.tlg001.msA:15.56	—
1892	urn:cts:greekLit:tlg0012.tlg001.msA:15.57	—
1893	urn:cts:greekLit:tlg0012.tlg001.msA:15.58	—
1894	urn:cts:greekLit:tlg0012.tlg001.msA:15.59	—
1895	urn:cts:greekLit:tlg0012.tlg001.msA:15.60	—
1896	urn:cts:greekLit:tlg0012.tlg001.msA:15.61	—
1897	urn:cts:greekLit:tlg0012.tlg001.msA:15.62	—
1898	urn:cts:greekLit:tlg0012.tlg001.msA:15.63	—
1899	urn:cts:greekLit:tlg0012.tlg001.msA:15.64	>
1900	urn:cts:greekLit:tlg0012.tlg001.msA:15.64	—
1901	urn:cts:greekLit:tlg0012.tlg001.msA:15.65	—
1902	urn:cts:greekLit:tlg0012.tlg001.msA:15.66	—
1903	urn:cts:greekLit:tlg0012.tlg001.msA:15.67	—
1904	urn:cts:greekLit:tlg0012.tlg001.msA:15.68	—
1905	urn:cts:greekLit:tlg0012.tlg001.msA:15.69	>
1906	urn:cts:greekLit:tlg0012.tlg001.msA:15.69	—
1907	urn:cts:greekLit:tlg0012.tlg001.msA:15.70	—
1908	urn:cts:greekLit:tlg0012.tlg001.msA:15.71	>
1909	urn:cts:greekLit:tlg0012.tlg001.msA:15.71	—
1910	urn:cts:greekLit:tlg0012.tlg001.msA:15.72	—
1911	urn:cts:greekLit:tlg0012.tlg001.msA:15.73	—
1912	urn:cts:greekLit:tlg0012.tlg001.msA:15.74	—
1913	urn:cts:greekLit:tlg0012.tlg001.msA:15.75	—
1914	urn:cts:greekLit:tlg0012.tlg001.msA:15.76	—
1915	urn:cts:greekLit:tlg0012.tlg001.msA:15.77	—
1916	urn:cts:greekLit:tlg0012.tlg001.msA:15.86	>
1917	urn:cts:greekLit:tlg0012.tlg001.msA:15.87	>
1918	urn:cts:greekLit:tlg0012.tlg001.msA:15.94	>
1919	urn:cts:greekLit:tlg0012.tlg001.msA:15.119	>
1920	urn:cts:greekLit:tlg0012.tlg001.msA:15.122	>
1921	urn:cts:greekLit:tlg0012.tlg001.msA:15.127	>
1922	urn:cts:greekLit:tlg0012.tlg001.msA:15.138	⸖
1923	urn:cts:greekLit:tlg0012.tlg001.msA:15.147	—
1924	urn:cts:greekLit:tlg0012.tlg001.msA:15.148	—
1925	urn:cts:greekLit:tlg0012.tlg001.msA:15.153	>
1926	urn:cts:greekLit:tlg0012.tlg001.msA:15.155	>
1927	urn:cts:greekLit:tlg0012.tlg001.msA:15.158	>
1928	urn:cts:greekLit:tlg0012.tlg001.msA:15.161	>
1929	urn:cts:greekLit:tlg0012.tlg001.msA:15.166	※
1930	urn:cts:greekLit:tlg0012.tlg001.msA:15.166	—
1931	urn:cts:greekLit:tlg0012.tlg001.msA:15.167	※
1932	urn:cts:greekLit:tlg0012.tlg001.msA:15.167	—
1933	urn:cts:greekLit:tlg0012.tlg001.msA:15.169	⸖
1934	urn:cts:greekLit:tlg0012.tlg001.msA:15.170	⸖
1935	urn:cts:greekLit:tlg0012.tlg001.msA:15.178	>
1936	urn:cts:greekLit:tlg0012.tlg001.msA:15.182	※
1937	urn:cts:greekLit:tlg0012.tlg001.msA:15.183	※
1938	urn:cts:greekLit:tlg0012.tlg001.msA:15.189	>
1939	urn:cts:greekLit:tlg0012.tlg001.msA:15.192	>
1940	urn:cts:greekLit:tlg0012.tlg001.msA:15.193	>
1941	urn:cts:greekLit:tlg0012.tlg001.msA:15.204	>
1942	urn:cts:greekLit:tlg0012.tlg001.msA:15.212	—
1943	urn:cts:greekLit:tlg0012.tlg001.msA:15.213	—
1944	urn:cts:greekLit:tlg0012.tlg001.msA:15.214	—
1945	urn:cts:greekLit:tlg0012.tlg001.msA:15.215	—
1946	urn:cts:greekLit:tlg0012.tlg001.msA:15.216	—
1947	urn:cts:greekLit:tlg0012.tlg001.msA:15.217	—
1948	urn:cts:greekLit:tlg0012.tlg001.msA:15.223	>
1949	urn:cts:greekLit:tlg0012.tlg001.msA:15.225	⸖
1950	urn:cts:greekLit:tlg0012.tlg001.msA:15.229	>
1951	urn:cts:greekLit:tlg0012.tlg001.msA:15.230	>
1952	urn:cts:greekLit:tlg0012.tlg001.msA:15.231	—
1953	urn:cts:greekLit:tlg0012.tlg001.msA:15.232	—
1954	urn:cts:greekLit:tlg0012.tlg001.msA:15.233	—
1955	urn:cts:greekLit:tlg0012.tlg001.msA:15.234	—
1956	urn:cts:greekLit:tlg0012.tlg001.msA:15.235	—
1957	urn:cts:greekLit:tlg0012.tlg001.msA:15.241	>
1958	urn:cts:greekLit:tlg0012.tlg001.msA:15.252	>
1959	urn:cts:greekLit:tlg0012.tlg001.msA:15.265	※
1960	urn:cts:greekLit:tlg0012.tlg001.msA:15.265	—
1961	urn:cts:greekLit:tlg0012.tlg001.msA:15.266	※
1962	urn:cts:greekLit:tlg0012.tlg001.msA:15.266	—
1963	urn:cts:greekLit:tlg0012.tlg001.msA:15.267	※
1964	urn:cts:greekLit:tlg0012.tlg001.msA:15.267	—
1965	urn:cts:greekLit:tlg0012.tlg001.msA:15.268	※
1966	urn:cts:greekLit:tlg0012.tlg001.msA:15.268	—
1967	urn:cts:greekLit:tlg0012.tlg001.msA:15.288	>
1968	urn:cts:greekLit:tlg0012.tlg001.msA:15.305	>
1969	urn:cts:greekLit:tlg0012.tlg001.msA:15.310	>
1970	urn:cts:greekLit:tlg0012.tlg001.msA:15.316	>
1971	urn:cts:greekLit:tlg0012.tlg001.msA:15.330	>
1972	urn:cts:greekLit:tlg0012.tlg001.msA:15.333	>
1973	urn:cts:greekLit:tlg0012.tlg001.msA:15.336	>
1974	urn:cts:greekLit:tlg0012.tlg001.msA:15.347	>
1975	urn:cts:greekLit:tlg0012.tlg001.msA:15.350	>
1976	urn:cts:greekLit:tlg0012.tlg001.msA:15.351	>
1977	urn:cts:greekLit:tlg0012.tlg001.msA:15.356	⸖
1978	urn:cts:greekLit:tlg0012.tlg001.msA:15.376	>
1979	urn:cts:greekLit:tlg0012.tlg001.msA:15.377	⸖
1980	urn:cts:greekLit:tlg0012.tlg001.msA:15.385	>
1981	urn:cts:greekLit:tlg0012.tlg001.msA:15.395	>
1982	urn:cts:greekLit:tlg0012.tlg001.msA:15.403	>
1983	urn:cts:greekLit:tlg0012.tlg001.msA:15.405	>
1984	urn:cts:greekLit:tlg0012.tlg001.msA:15.407	>
1985	urn:cts:greekLit:tlg0012.tlg001.msA:15.412	>
1986	urn:cts:greekLit:tlg0012.tlg001.msA:15.414	※
1987	urn:cts:greekLit:tlg0012.tlg001.msA:15.419	>
1988	urn:cts:greekLit:tlg0012.tlg001.msA:15.428	>
1989	urn:cts:greekLit:tlg0012.tlg001.msA:15.432	>
1990	urn:cts:greekLit:tlg0012.tlg001.msA:15.439	⸖
1991	urn:cts:greekLit:tlg0012.tlg001.msA:15.441	>
1992	urn:cts:greekLit:tlg0012.tlg001.msA:15.449	※
1993	urn:cts:greekLit:tlg0012.tlg001.msA:15.449	—
1994	urn:cts:greekLit:tlg0012.tlg001.msA:15.450	※
1995	urn:cts:greekLit:tlg0012.tlg001.msA:15.450	—
1996	urn:cts:greekLit:tlg0012.tlg001.msA:15.451	※
1997	urn:cts:greekLit:tlg0012.tlg001.msA:15.451	—
1998	urn:cts:greekLit:tlg0012.tlg001.msA:15.462	>
1999	urn:cts:greekLit:tlg0012.tlg001.msA:15.464	>
2000	urn:cts:greekLit:tlg0012.tlg001.msA:15.470	>
2001	urn:cts:greekLit:tlg0012.tlg001.msA:15.476	>
2002	urn:cts:greekLit:tlg0012.tlg001.msA:15.480	>
2003	urn:cts:greekLit:tlg0012.tlg001.msA:15.495	>
2004	urn:cts:greekLit:tlg0012.tlg001.msA:15.505	>
2005	urn:cts:greekLit:tlg0012.tlg001.msA:15.511	>
2006	urn:cts:greekLit:tlg0012.tlg001.msA:15.513	>
2007	urn:cts:greekLit:tlg0012.tlg001.msA:15.515	>
2008	urn:cts:greekLit:tlg0012.tlg001.msA:15.518	>
2009	urn:cts:greekLit:tlg0012.tlg001.msA:15.530	>
2010	urn:cts:greekLit:tlg0012.tlg001.msA:15.531	>
2011	urn:cts:greekLit:tlg0012.tlg001.msA:15.538	>
2012	urn:cts:greekLit:tlg0012.tlg001.msA:15.543	>
2013	urn:cts:greekLit:tlg0012.tlg001.msA:15.544	>
2014	urn:cts:greekLit:tlg0012.tlg001.msA:15.545	>
2015	urn:cts:greekLit:tlg0012.tlg001.msA:15.558	>
2016	urn:cts:greekLit:tlg0012.tlg001.msA:15.571	>
2017	urn:cts:greekLit:tlg0012.tlg001.msA:15.582	>
2018	urn:cts:greekLit:tlg0012.tlg001.msA:15.587	⸖
2019	urn:cts:greekLit:tlg0012.tlg001.msA:15.601	>
2020	urn:cts:greekLit:tlg0012.tlg001.msA:15.610	—
2021	urn:cts:greekLit:tlg0012.tlg001.msA:15.611	—
2022	urn:cts:greekLit:tlg0012.tlg001.msA:15.612	—
2023	urn:cts:greekLit:tlg0012.tlg001.msA:15.613	—
2024	urn:cts:greekLit:tlg0012.tlg001.msA:15.614	—
2025	urn:cts:greekLit:tlg0012.tlg001.msA:15.622	>
2026	urn:cts:greekLit:tlg0012.tlg001.msA:15.626	>
2027	urn:cts:greekLit:tlg0012.tlg001.msA:15.640	⸖
2028	urn:cts:greekLit:tlg0012.tlg001.msA:15.646	>
2029	urn:cts:greekLit:tlg0012.tlg001.msA:15.651	>
2030	urn:cts:greekLit:tlg0012.tlg001.msA:15.666	>
2031	urn:cts:greekLit:tlg0012.tlg001.msA:15.668	—
2032	urn:cts:greekLit:tlg0012.tlg001.msA:15.669	—
2033	urn:cts:greekLit:tlg0012.tlg001.msA:15.670	—
2034	urn:cts:greekLit:tlg0012.tlg001.msA:15.671	—
2035	urn:cts:greekLit:tlg0012.tlg001.msA:15.672	—
2036	urn:cts:greekLit:tlg0012.tlg001.msA:15.673	>
2037	urn:cts:greekLit:tlg0012.tlg001.msA:15.673	—
2038	urn:cts:greekLit:tlg0012.tlg001.msA:15.679	>
2039	urn:cts:greekLit:tlg0012.tlg001.msA:15.697	>
2040	urn:cts:greekLit:tlg0012.tlg001.msA:15.712	—
2041	urn:cts:greekLit:tlg0012.tlg001.msA:15.713	>
2042	urn:cts:greekLit:tlg0012.tlg001.msA:15.716	⸖
2043	urn:cts:greekLit:tlg0012.tlg001.msA:15.718	>
2044	urn:cts:greekLit:tlg0012.tlg001.msA:15.722	>
2045	urn:cts:greekLit:tlg0012.tlg001.msA:15.730	>
2046	urn:cts:greekLit:tlg0012.tlg001.msA:16.9	>
2047	urn:cts:greekLit:tlg0012.tlg001.msA:16.17	>
2048	urn:cts:greekLit:tlg0012.tlg001.msA:16.20	>
2049	urn:cts:greekLit:tlg0012.tlg001.msA:16.24	>
2050	urn:cts:greekLit:tlg0012.tlg001.msA:16.28	>
2051	urn:cts:greekLit:tlg0012.tlg001.msA:16.29	>
2052	urn:cts:greekLit:tlg0012.tlg001.msA:16.30	>
2053	urn:cts:greekLit:tlg0012.tlg001.msA:16.31	>
2054	urn:cts:greekLit:tlg0012.tlg001.msA:16.34	>
2055	urn:cts:greekLit:tlg0012.tlg001.msA:16.41	>
2056	urn:cts:greekLit:tlg0012.tlg001.msA:16.44	※
2057	urn:cts:greekLit:tlg0012.tlg001.msA:16.45	※
2058	urn:cts:greekLit:tlg0012.tlg001.msA:16.46	>
2059	urn:cts:greekLit:tlg0012.tlg001.msA:16.57	>
2060	urn:cts:greekLit:tlg0012.tlg001.msA:16.59	>
2061	urn:cts:greekLit:tlg0012.tlg001.msA:16.60	>
2062	urn:cts:greekLit:tlg0012.tlg001.msA:16.61	>
2063	urn:cts:greekLit:tlg0012.tlg001.msA:16.62	>
2064	urn:cts:greekLit:tlg0012.tlg001.msA:16.70	>
2065	urn:cts:greekLit:tlg0012.tlg001.msA:16.74	>
2066	urn:cts:greekLit:tlg0012.tlg001.msA:16.81	>
2067	urn:cts:greekLit:tlg0012.tlg001.msA:16.89	⸖
2068	urn:cts:greekLit:tlg0012.tlg001.msA:16.90	⸖
