OccurrenceUrn	Sequence	CriticalSign	TextPassage
urn:cite:hmt:venAsign.197.v1	197	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.184
urn:cite:hmt:venAsign.198.v1	198	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.186
urn:cite:hmt:venAsign.199.v1	199	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.187
urn:cite:hmt:venAsign.200.v1	200	urn:cite:hmt:critsigns.dottedantisigma	urn:cts:greekLit:tlg0012.tlg001.msA:2.188
urn:cite:hmt:venAsign.201.v1	201	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.189
urn:cite:hmt:venAsign.202.v1	202	urn:cite:hmt:critsigns.dottedantisigma	urn:cts:greekLit:tlg0012.tlg001.msA:2.192
urn:cite:hmt:venAsign.203.v1	203	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:2.193
urn:cite:hmt:venAsign.204.v1	204	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:2.194
urn:cite:hmt:venAsign.205.v1	205	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:2.195
urn:cite:hmt:venAsign.206.v1	206	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:2.196
urn:cite:hmt:venAsign.207.v1	207	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.196
urn:cite:hmt:venAsign.208.v1	208	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:2.197
urn:cite:hmt:venAsign.209.v1	209	urn:cite:hmt:critsigns.dottedsigma	urn:cts:greekLit:tlg0012.tlg001.msA:2.203
urn:cite:hmt:venAsign.210.v1	210	urn:cite:hmt:critsigns.dottedsigma	urn:cts:greekLit:tlg0012.tlg001.msA:2.204
urn:cite:hmt:venAsign.211.v1	211	urn:cite:hmt:critsigns.dottedsigma	urn:cts:greekLit:tlg0012.tlg001.msA:2.205
urn:cite:hmt:venAsign.212.v1	212	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.217
urn:cite:hmt:venAsign.213.v1	213	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.220
urn:cite:hmt:venAsign.214.v1	214	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.226
urn:cite:hmt:venAsign.215.v1	215	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.227
urn:cite:hmt:venAsign.216.v1	216	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.229
urn:cite:hmt:venAsign.217.v1	217	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.231
urn:cite:hmt:venAsign.218.v1	218	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.238
urn:cite:hmt:venAsign.219.v1	219	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.239
urn:cite:hmt:venAsign.220.v1	220	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.247
urn:cite:hmt:venAsign.221.v1	221	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:2.252
urn:cite:hmt:venAsign.222.v1	222	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:2.253
urn:cite:hmt:venAsign.223.v1	223	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:2.254
urn:cite:hmt:venAsign.224.v1	224	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:2.255
urn:cite:hmt:venAsign.225.v1	225	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:2.256
urn:cite:hmt:venAsign.226.v1	226	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.258
urn:cite:hmt:venAsign.227.v1	227	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.260
urn:cite:hmt:venAsign.228.v1	228	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.264
urn:cite:hmt:venAsign.229.v1	229	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.269
urn:cite:hmt:venAsign.230.v1	230	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.276
urn:cite:hmt:venAsign.231.v1	231	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.278
urn:cite:hmt:venAsign.232.v1	232	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.286
urn:cite:hmt:venAsign.233.v1	233	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.291
urn:cite:hmt:venAsign.234.v1	234	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.297
urn:cite:hmt:venAsign.235.v1	235	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.299
urn:cite:hmt:venAsign.236.v1	236	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.300
urn:cite:hmt:venAsign.237.v1	237	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.302
urn:cite:hmt:venAsign.238.v1	238	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.314
urn:cite:hmt:venAsign.239.v1	239	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.318
urn:cite:hmt:venAsign.240.v1	240	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:2.319
urn:cite:hmt:venAsign.241.v1	241	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.320
urn:cite:hmt:venAsign.242.v1	242	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.328
urn:cite:hmt:venAsign.243.v1	243	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.341
urn:cite:hmt:venAsign.244.v1	244	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.349
urn:cite:hmt:venAsign.245.v1	245	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.353
urn:cite:hmt:venAsign.246.v1	246	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.356
urn:cite:hmt:venAsign.247.v1	247	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.381
urn:cite:hmt:venAsign.248.v1	248	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.385
urn:cite:hmt:venAsign.249.v1	249	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.397
urn:cite:hmt:venAsign.250.v1	250	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.412
urn:cite:hmt:venAsign.251.v1	251	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.417
urn:cite:hmt:venAsign.252.v1	252	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.422
urn:cite:hmt:venAsign.253.v1	253	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.424
urn:cite:hmt:venAsign.254.v1	254	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.435
urn:cite:hmt:venAsign.255.v1	255	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.438
urn:cite:hmt:venAsign.256.v1	256	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.440
urn:cite:hmt:venAsign.257.v1	257	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:2.453
urn:cite:hmt:venAsign.258.v1	258	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:2.454
urn:cite:hmt:venAsign.259.v1	259	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:2.455
urn:cite:hmt:venAsign.260.v1	260	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.480
urn:cite:hmt:venAsign.261.v1	261	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.485
urn:cite:hmt:venAsign.262.v1	262	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.486
urn:cite:hmt:venAsign.263.v1	263	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.498
urn:cite:hmt:venAsign.264.v1	264	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.500
urn:cite:hmt:venAsign.265.v1	265	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.502
urn:cite:hmt:venAsign.266.v1	266	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.507
urn:cite:hmt:venAsign.267.v1	267	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.511
urn:cite:hmt:venAsign.268.v1	268	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.517
urn:cite:hmt:venAsign.269.v1	269	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.520
urn:cite:hmt:venAsign.270.v1	270	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.527
urn:cite:hmt:venAsign.271.v1	271	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.528
urn:cite:hmt:venAsign.272.v1	272	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:2.529
urn:cite:hmt:venAsign.273.v1	273	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:2.530
urn:cite:hmt:venAsign.274.v1	274	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.532
urn:cite:hmt:venAsign.275.v1	275	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.547
urn:cite:hmt:venAsign.276.v1	276	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.553
urn:cite:hmt:venAsign.277.v1	277	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.570
urn:cite:hmt:venAsign.278.v1	278	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.571
urn:cite:hmt:venAsign.279.v1	279	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.579
urn:cite:hmt:venAsign.280.v1	280	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.580
urn:cite:hmt:venAsign.281.v1	281	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.581
urn:cite:hmt:venAsign.282.v1	282	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.582
urn:cite:hmt:venAsign.283.v1	283	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.590
urn:cite:hmt:venAsign.284.v1	284	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.592
urn:cite:hmt:venAsign.285.v1	285	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.596
urn:cite:hmt:venAsign.286.v1	286	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.597
urn:cite:hmt:venAsign.287.v1	287	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.599
urn:cite:hmt:venAsign.288.v1	288	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:2.603
urn:cite:hmt:venAsign.289.v1	289	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.605
urn:cite:hmt:venAsign.290.v1	290	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.612
urn:cite:hmt:venAsign.291.v1	291	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.613
urn:cite:hmt:venAsign.292.v1	292	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.614
urn:cite:hmt:venAsign.293.v1	293	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.616
urn:cite:hmt:venAsign.294.v1	294	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.621
urn:cite:hmt:venAsign.295.v1	295	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.625
urn:cite:hmt:venAsign.296.v1	296	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.626
urn:cite:hmt:venAsign.297.v1	297	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.629
urn:cite:hmt:venAsign.298.v1	298	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:2.631
urn:cite:hmt:venAsign.299.v1	299	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.634
urn:cite:hmt:venAsign.300.v1	300	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.641
urn:cite:hmt:venAsign.301.v1	301	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.642
urn:cite:hmt:venAsign.302.v1	302	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.649
urn:cite:hmt:venAsign.303.v1	303	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.658
urn:cite:hmt:venAsign.304.v1	304	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.659
urn:cite:hmt:venAsign.305.v1	305	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.667
urn:cite:hmt:venAsign.306.v1	306	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.668
urn:cite:hmt:venAsign.307.v1	307	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:2.669
urn:cite:hmt:venAsign.308.v1	308	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.670
urn:cite:hmt:venAsign.309.v1	309	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.673
urn:cite:hmt:venAsign.310.v1	310	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.674
urn:cite:hmt:venAsign.311.v1	311	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.675
urn:cite:hmt:venAsign.312.v1	312	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.681
urn:cite:hmt:venAsign.313.v1	313	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.684
urn:cite:hmt:venAsign.314.v1	314	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.689
urn:cite:hmt:venAsign.315.v1	315	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.690
urn:cite:hmt:venAsign.316.v1	316	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.694
urn:cite:hmt:venAsign.317.v1	317	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.696
urn:cite:hmt:venAsign.318.v1	318	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.697
urn:cite:hmt:venAsign.319.v1	319	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.701
urn:cite:hmt:venAsign.320.v1	320	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.718
urn:cite:hmt:venAsign.321.v1	321	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.722
urn:cite:hmt:venAsign.322.v1	322	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.724
urn:cite:hmt:venAsign.323.v1	323	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.725
urn:cite:hmt:venAsign.324.v1	324	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.727
urn:cite:hmt:venAsign.325.v1	325	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.730
urn:cite:hmt:venAsign.326.v1	326	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.741
urn:cite:hmt:venAsign.327.v1	327	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.742
urn:cite:hmt:venAsign.328.v1	328	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.745
urn:cite:hmt:venAsign.329.v1	329	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.763
urn:cite:hmt:venAsign.330.v1	330	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.767
urn:cite:hmt:venAsign.331.v1	331	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:2.791
urn:cite:hmt:venAsign.332.v1	332	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:2.792
urn:cite:hmt:venAsign.333.v1	333	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:2.793
urn:cite:hmt:venAsign.334.v1	334	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:2.794
urn:cite:hmt:venAsign.335.v1	335	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:2.795
urn:cite:hmt:venAsign.336.v1	336	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.801
urn:cite:hmt:venAsign.337.v1	337	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.802
urn:cite:hmt:venAsign.338.v1	338	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.807
urn:cite:hmt:venAsign.339.v1	339	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.809
urn:cite:hmt:venAsign.340.v1	340	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.819
urn:cite:hmt:venAsign.341.v1	341	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.820
urn:cite:hmt:venAsign.342.v1	342	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.827
urn:cite:hmt:venAsign.343.v1	343	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.837
urn:cite:hmt:venAsign.344.v1	344	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.838
urn:cite:hmt:venAsign.345.v1	345	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.839
urn:cite:hmt:venAsign.346.v1	346	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.850
urn:cite:hmt:venAsign.347.v1	347	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.851
urn:cite:hmt:venAsign.348.v1	348	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:2.852
urn:cite:hmt:venAsign.349.v1	349	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.856
urn:cite:hmt:venAsign.350.v1	350	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:2.860
urn:cite:hmt:venAsign.351.v1	351	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:2.861
urn:cite:hmt:venAsign.352.v1	352	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.863
urn:cite:hmt:venAsign.353.v1	353	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.867
urn:cite:hmt:venAsign.354.v1	354	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.871
urn:cite:hmt:venAsign.355.v1	355	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:2.872
urn:cite:hmt:venAsign.356.v1	356	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:2.874
urn:cite:hmt:venAsign.357.v1	357	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:2.875
urn:cite:hmt:venAsign.358.v1	358	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:3.3
urn:cite:hmt:venAsign.359.v1	359	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:3.4
urn:cite:hmt:venAsign.360.v1	360	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:3.5
urn:cite:hmt:venAsign.361.v1	361	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:3.6
urn:cite:hmt:venAsign.362.v1	362	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:3.10
urn:cite:hmt:venAsign.363.v1	363	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:3.11
urn:cite:hmt:venAsign.364.v1	364	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:3.13
urn:cite:hmt:venAsign.365.v1	365	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:3.18
urn:cite:hmt:venAsign.366.v1	366	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:3.19
urn:cite:hmt:venAsign.367.v1	367	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:3.20
urn:cite:hmt:venAsign.368.v1	368	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:3.25
urn:cite:hmt:venAsign.369.v1	369	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:3.28
urn:cite:hmt:venAsign.370.v1	370	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:3.31
urn:cite:hmt:venAsign.371.v1	371	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:3.36
urn:cite:hmt:venAsign.372.v1	372	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:3.44
urn:cite:hmt:venAsign.373.v1	373	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:3.48
urn:cite:hmt:venAsign.374.v1	374	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:3.49
urn:cite:hmt:venAsign.375.v1	375	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:3.54
urn:cite:hmt:venAsign.376.v1	376	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:3.56
urn:cite:hmt:venAsign.377.v1	377	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:3.65
urn:cite:hmt:venAsign.378.v1	378	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:3.71
urn:cite:hmt:venAsign.379.v1	379	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:3.74
urn:cite:hmt:venAsign.380.v1	380	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:3.80
urn:cite:hmt:venAsign.381.v1	381	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:3.82
urn:cite:hmt:venAsign.382.v1	382	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:3.83
urn:cite:hmt:venAsign.383.v1	383	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:3.92
urn:cite:hmt:venAsign.384.v1	384	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:3.99
urn:cite:hmt:venAsign.385.v1	385	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:3.100
urn:cite:hmt:venAsign.386.v1	386	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:3.103
urn:cite:hmt:venAsign.387.v1	387	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:3.104
urn:cite:hmt:venAsign.388.v1	388	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:3.105
urn:cite:hmt:venAsign.389.v1	389	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:3.108
urn:cite:hmt:venAsign.390.v1	390	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:3.109
urn:cite:hmt:venAsign.391.v1	391	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:3.110
urn:cite:hmt:venAsign.392.v1	392	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:3.122
urn:cite:hmt:venAsign.393.v1	393	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:3.126
urn:cite:hmt:venAsign.394.v1	394	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:3.138
